0,rmse,SLATB001,SPAN,EFFTB003,TMNFTB003,CVO,FLTB003,TDWI,CVL,TEFFMX,EFFTB001,KDIFTB003
1,0.9603372935191199,0.002517599227086942,38.097766283194545,0.25723358847680405,0.7775540659020737,0.5883833957816851,0.646961255057679,37.57365869777108,0.619225929570683,36.69365661219374,0.3699535468342282,0.32701370247059913
2,1.0025171354828124,0.0015440965249608667,43.389282177589834,0.46046325960233614,0.5200753363188481,0.6125993332806171,0.6424722756053524,76.4732618337738,0.7346528096842718,35.67231300933148,0.3940721397331366,0.5112103471251559
3,0.9753169763480505,0.0023136310670988465,24.666031112205868,0.30457802235541986,0.7415919144431788,0.5605289364224555,0.49963889876168577,62.45927543063985,0.8147268307811195,43.77162780674261,0.5688205049294341,0.8912526186860572
4,0.9884844002745438,0.0023988416127956663,33.395446534473564,0.3252351514036828,0.6102661301484997,0.5538493208602254,0.5268591153266502,67.44371027538884,0.42133635866223007,39.422524427448096,0.5798101311650863,0.6663172606249784
5,0.31614481227077224,0.0027455645645662274,28.527196033387003,0.5750623944143194,1.166661217020195,0.8883576879472428,0.5738326526556907,60.05751229511844,0.3990451954004434,38.55028399474972,0.501849433620573,0.6632909258164168
6,0.6737624201931613,0.0036158969042096043,44.73947135394734,0.3788111057025074,0.6982588615902687,0.6508516663658083,0.5195142172408774,49.12425163648544,0.7874907276613365,36.76297882520607,0.3669745253189669,0.5711752947253865
7,1.014798598136287,0.003708226045831687,30.722830223407193,0.2768605784276667,0.5006789469829868,0.70399839776342,0.5096197571104885,37.41615760911071,0.34695215762300047,42.440243335674616,0.42777514733576766,0.6979028610661997
8,0.6526844658594098,0.003432807653793555,31.100545251438128,0.6021856378368107,1.001696821157133,0.7164831292490274,0.5423372460186189,74.83737874514303,0.8376536779147888,41.553340785787015,0.5603741704193945,0.42384224342172094
9,0.22492559641654145,0.0026169477873099175,41.23717035716098,0.35945549259952014,1.0168266049339745,0.8302581834674159,0.5840511469559315,63.131986282915946,0.720426423494873,37.736906583850754,0.6407387827139975,0.5307931449167553
10,0.7830670086281721,0.0033218722163560923,22.69985621331901,0.4695507658152114,1.1326802376713667,0.5257436351518834,0.5114078714332377,31.408252777203316,0.5281476590719365,40.779962922991984,0.6673371090701024,0.3349088748546227
11,0.542491155450598,0.0038777378892790038,28.23284188499479,0.5709989371710693,1.0195988188537988,0.9051222541132005,0.549571116967727,48.39462222320171,0.3850152310720705,35.86497187938891,0.3696723267381171,0.7804946912929231
12,0.8622387241281736,0.0026870429512065785,42.210206400620805,0.2537418925144792,0.8145585690307455,0.9047939051712,0.59556141536398,35.406095851166995,0.40920737883891845,37.47474289772999,0.586283181842044,0.5091425216052339
13,0.8399930850006455,0.002673136928197397,34.130260247903195,0.25727539378173114,0.889015862545118,0.7348936274238056,0.6661621895282787,32.50374765879389,0.5597718785145033,36.26585095033673,0.4229170978686617,0.6852879939234537
14,0.6772123162794655,0.0016029938886234587,30.316023629738808,0.502281732905374,1.0248575324191818,0.8592238881007049,0.5420303410289731,61.04944763073572,0.8467444279585672,43.33085937409202,0.47596855996583004,0.38601974499102804
15,0.9836767552444257,0.0017137962109742542,45.10594551756746,0.637144758277325,0.5022148006637099,0.8984787998488285,0.5934812181728588,35.29745480219176,0.8665092594592685,43.32713222138611,0.3137193013799536,0.748199021434973
16,0.8359436125890009,0.0020878630684671206,27.46939731237439,0.6233427242765834,0.8384802198646149,0.5232982655951718,0.5589212291057983,70.45166937680014,0.5099855942548247,36.30855666786692,0.344336293523964,0.6488640204782063
17,1.0316486330914387,0.0014391513844781009,44.57451084617731,0.2450249759412714,0.6898722562083828,0.5860557640099998,0.4765766614375952,58.757063232311985,0.34056970168430584,42.915867735708886,0.2707358027295407,0.6204118646524286
18,0.5612095120370324,0.0024838694971916885,47.6376334533106,0.4101490947027914,0.761260426011595,0.7198886417210949,0.6197715909783401,64.79957778363773,0.9106170309891679,40.776157792007645,0.5368642710983126,0.3309276691044578
19,0.43242279342662093,0.003893819310193408,38.00913128447924,0.6027241266701361,1.0498971939807626,0.7806690708622664,0.5723376460161844,68.02725276138881,0.7330727150296785,40.83289928205055,0.7191546833353267,0.546064826585271
20,0.0948414120816572,0.002063228524805536,40.07394129146467,0.5428952433353366,1.109085858842115,0.7906709463650177,0.6369996514602561,61.45090798961019,0.3768988735396582,37.850398206563455,0.6893267632908816,0.6598320241237271
21,0.3280718595081625,0.0030504078103386085,39.81121173977873,0.5341981055805857,0.9367006968538368,0.8217896863266946,0.6167264464788118,53.93744029977789,0.677395416180527,38.07603109875827,0.7490616085966861,0.8670156509430811
22,0.2721686737853809,0.0019770644246022706,49.773816149417215,0.6709194634450149,1.10560132495555,0.7799745849301865,0.6698432437809576,44.54929965848365,0.6197816032367874,35.02599516204751,0.6429917512069753,0.4526905921280461
23,0.1718310862768143,0.002976479415795466,49.16412876506801,0.3768760121199131,1.187009489426964,0.8157861842027271,0.6157019971029356,55.132579193925764,0.46317194720004295,39.1998389336891,0.6553142605784674,0.7997940758686226
24,0.8937970699415653,0.002995735894173017,16.807174506656136,0.41734034066216186,1.1903247310865326,0.7686950102175025,0.6177097124755224,54.93518256987255,0.47433500882521495,44.72383173907968,0.7063576663176349,0.8371220643414309
25,0.09418669817002845,0.0020913176519479684,49.62676492268815,0.5091511339865435,1.1971375851206671,0.6580144900988762,0.6441358033963461,47.06106239147296,0.46396453076616995,39.32584941188627,0.7492113303903768,0.7989342771139063
26,0.23616496233563594,0.0018776896834530913,35.67175945936316,0.5172000142102985,1.10396744894711,0.6655141144761008,0.6488297371086483,42.91671961453174,0.5604967812162915,39.80574253421115,0.7489898423992944,0.7367918559127837
27,0.3440806808928926,0.002138125057205831,50.41515903730634,0.5552724122580912,0.9482860261418753,0.6662212338617269,0.6334341068396993,43.31284006301986,0.4591260972467649,38.86369125988805,0.6892520044034921,0.824271896342707
28,0.43246420403272995,0.0017374065225697957,46.5051322471637,0.48940934311992185,1.0845881074324286,0.7497964436291246,0.6732367003116677,49.644757926715656,0.3622993721810098,37.27607498720784,0.6165163658749366,0.7236255629962153
29,0.13920423857981462,0.0021174906614015825,38.16072448477838,0.6668302809714427,1.150918005914104,0.6446163808265502,0.6597725145194684,40.00539321952451,0.5713407926200017,38.34666629723863,0.7462246394747944,0.6158952701802757
30,0.3341942621577085,0.0022864306661559263,36.72837765726724,0.5326572291998618,0.9429087520181432,0.6837018903843912,0.6314423190936626,27.526470329359668,0.6623211087377301,40.09047998707331,0.7223965146972849,0.7784393918127391
31,0.49409201507744027,0.0013906048324611043,40.468706637076586,0.43224385345930116,1.1962661996144541,0.6085329502479829,0.6554735644744643,72.0301688531227,0.4414962304558834,36.977599481630236,0.6122491660505499,0.8903776947654558
