0,rmse,SLATB001,SPAN,EFFTB003,TMNFTB003,CVO,FLTB003,TDWI,CVL,TEFFMX,EFFTB001,KDIFTB003
1928,0.032846842,0.001919158,41.73586785,0.575740861,1.168360282,0.849731655,0.544378669,45.78963348,0.640787722,42.10738964,0.480736063,0.542422567
2043,0.032887934,0.002106174,41.41541002,0.596176244,1.176708843,0.823115093,0.481306559,46.59674185,0.590769026,42.37556791,0.510807938,0.480550303
2199,0.032912086,0.001921531,43.05850009,0.593696856,1.199021158,0.849467107,0.52421099,49.25863631,0.680285636,42.1702499,0.404655928,0.522155909
1821,0.03307962,0.001845606,41.83366417,0.607248261,1.136272558,0.830055217,0.607416418,45.42627854,0.764953848,41.22052695,0.499832844,0.61756004
2330,0.033194088,0.001769255,48.08685036,0.659515327,1.147345553,0.765495631,0.574624976,54.0465593,0.661380799,39.41420428,0.42882955,0.519913776
1326,0.033323854,0.002218279,41.42970515,0.556237277,1.150654523,0.816167445,0.555676564,44.76557422,0.57746391,44.41080187,0.511899845,0.507045979
1678,0.033630646,0.0024443,47.32685974,0.537883826,1.113655689,0.847508291,0.490967181,41.08379609,0.638474299,44.54755556,0.582794163,0.671468273
1040,0.033917741,0.002082312,41.88696013,0.610154012,1.099409783,0.838608066,0.51921839,42.61220793,0.77382435,43.56682611,0.511180417,0.488312289
1757,0.033920444,0.002035408,44.48961937,0.603037443,1.188607822,0.797119436,0.473674523,45.08376821,0.735743636,41.93125169,0.492605381,0.589328754
1770,0.034018237,0.001988082,43.97569484,0.59239764,1.198050535,0.810821387,0.473007219,47.52894747,0.724786636,42.26909163,0.483467727,0.56840783
1972,0.034115765,0.002028904,42.9284423,0.608299739,1.19990798,0.804432286,0.476452244,43.53670324,0.723949308,41.11110567,0.464099911,0.551555353
1903,0.034314996,0.00201982,46.19405944,0.604088617,1.185046782,0.760204197,0.465145173,41.19013373,0.646163202,41.1977088,0.531887542,0.505717288
1382,0.034349448,0.002146615,42.142517,0.593357833,1.136223035,0.858819393,0.537096681,45.56891865,0.597321508,44.56815142,0.474370781,0.524213372
1299,0.034357374,0.001828683,41.39524211,0.617182159,1.142172181,0.82939901,0.543840792,43.78333031,0.684623381,44.37700182,0.521638709,0.499621751
2405,0.03453865,0.002101335,46.88497735,0.581441175,1.090207007,0.835780093,0.577693534,42.44592085,0.634160493,40.26478536,0.501962954,0.529365735
851,0.034650447,0.002028197,41.36737555,0.652266854,1.132257887,0.809356327,0.499863203,39.47236734,0.701230241,44.02809957,0.47373158,0.44545674
579,0.034669608,0.002223697,38.81673486,0.662172465,1.031536708,0.887813136,0.50071675,36.58041088,0.778206961,41.76162018,0.581405487,0.360958058
1051,0.034866815,0.00169204,48.67377379,0.550531892,1.184442407,0.802498551,0.54409054,52.21284771,0.820638225,44.45536728,0.524887388,0.538449464
1766,0.03494209,0.001963584,43.85062781,0.604516887,1.199191612,0.80348749,0.472575336,44.00733283,0.714903932,41.78084007,0.486659595,0.573130889
1672,0.035086493,0.00238143,47.19459063,0.543469538,1.113276093,0.862246498,0.497092054,40.49235184,0.670874942,44.68528794,0.574463197,0.740567483
2308,0.035157962,0.001819013,45.48407564,0.658043534,1.150469967,0.804450715,0.584966478,52.8987071,0.650077716,40.10745592,0.398348969,0.511961548
1868,0.035179817,0.001882627,40.18189843,0.642532215,1.137534816,0.82961637,0.469131947,46.39806168,0.887137167,41.28454352,0.525283529,0.55087556
1218,0.035187434,0.001789648,43.39126411,0.595781074,1.167704544,0.848254563,0.523720572,52.54382692,0.771317715,44.22799066,0.473338414,0.524109581
845,0.035238643,0.002030812,38.28962041,0.645813159,1.172803467,0.792897137,0.505771566,39.250545,0.722390755,42.8498843,0.501142074,0.41827812
173,0.035381381,0.001977829,39.0729304,0.667758463,1.197441345,0.832377319,0.486101584,34.5078577,0.771538056,42.38630257,0.369317888,0.348705952
259,0.03562464,0.002147576,48.95390722,0.622438316,1.138146911,0.888976967,0.528926905,35.78034697,0.759339544,39.9798441,0.299861016,0.457320015
1034,0.035890211,0.001765996,43.9262772,0.651369646,1.171187178,0.779138145,0.505755635,47.26971547,0.723945992,43.01000575,0.496657762,0.402762928
2071,0.036113606,0.00227038,40.69682609,0.6523911,1.131550674,0.838507654,0.51970406,40.8601136,0.595768321,43.36175662,0.436679431,0.571071643
1687,0.036277176,0.002238068,47.33891228,0.518782668,1.124312153,0.876977217,0.488198472,41.63143359,0.659686113,44.97887236,0.588491261,0.666526796
1346,0.036511636,0.002196133,36.63394944,0.576263225,1.199732894,0.87621484,0.519289052,43.16086991,0.605475521,44.2042796,0.461087318,0.52944565
1813,0.036680658,0.001821506,45.08480497,0.609779365,1.154684966,0.808422613,0.550500368,42.81506788,0.686476367,42.46193813,0.500124705,0.594275608
1977,0.036733366,0.002049442,39.72661305,0.626955698,1.198815661,0.821494262,0.479511693,45.82775483,0.641919352,42.3826894,0.475886757,0.58879705
1621,0.036801098,0.001937008,39.21435952,0.607882732,1.199322617,0.777372935,0.526924886,50.73060377,0.694929667,44.17533538,0.500669285,0.551580243
1849,0.036893094,0.001860313,44.03766245,0.60242352,1.177328407,0.836985947,0.470761986,47.44587722,0.762385864,42.64348201,0.496160746,0.579079663
1320,0.037103956,0.002243171,40.4271291,0.560356985,1.175415524,0.815430807,0.540697082,40.08057029,0.613285402,44.996184,0.509197746,0.517503879
1433,0.03713927,0.002039275,42.11205717,0.611157282,1.199347908,0.800454783,0.504301916,43.9521272,0.515687941,44.43774919,0.469394146,0.557254533
2344,0.037275999,0.001982592,45.54934533,0.660166037,1.12795928,0.809892749,0.586753571,47.69033522,0.645120746,39.4673843,0.378529902,0.552304458
578,0.037507801,0.002272171,38.85862319,0.674743383,1.020763449,0.889656251,0.505150413,36.72041619,0.748798069,41.79461147,0.583530808,0.368103419
1767,0.037514355,0.002050391,45.15136891,0.618356056,1.158124416,0.793642216,0.476029231,48.20454306,0.706442081,42.22904324,0.512324713,0.556662053
1654,0.037680331,0.002371165,45.81377541,0.579604494,1.092677504,0.84944476,0.491860246,40.42567796,0.67798119,44.62097171,0.565676517,0.70046683
1300,0.037876557,0.001898968,42.33794427,0.607613248,1.133669566,0.81422016,0.53916978,45.49001652,0.677636518,44.05330428,0.524975091,0.513741075
1038,0.037955219,0.001828149,44.35054417,0.612872627,1.135509919,0.813313639,0.520003727,41.03344038,0.759808552,44.43217947,0.551189725,0.480153856
2362,0.038014196,0.00204223,47.78931982,0.598041674,1.154658433,0.83669617,0.568937366,46.15858286,0.58007755,39.65928601,0.411384009,0.515293004
837,0.038307916,0.001981587,36.32210927,0.660617763,1.154081261,0.823106798,0.514642691,36.97079665,0.729767441,42.94119035,0.524398822,0.368594598
1668,0.038522649,0.002302617,48.2788167,0.564622226,1.074630677,0.884536951,0.500486955,38.49298242,0.666874419,44.79324229,0.538799839,0.678644715
2368,0.038631361,0.002082844,44.97027806,0.602632308,1.176382445,0.791652116,0.567972116,47.36876608,0.610023764,38.90833247,0.408941135,0.543566969
2346,0.03875785,0.00181113,49.62510587,0.598747786,1.146418715,0.824059546,0.582379223,50.59548086,0.67549821,40.22268353,0.422353518,0.528979134
2453,0.0388597,0.002238625,43.91984765,0.552468062,1.133881171,0.829171567,0.553138498,39.23568284,0.616286661,40.36032492,0.496011591,0.548123947
1079,0.038902984,0.001944475,44.49954119,0.548896298,1.188260383,0.776109565,0.546331522,49.59398701,0.801647339,43.97542816,0.501119419,0.486877516
412,0.039008062,0.002067038,39.02901326,0.588103349,1.096579918,0.877056751,0.571794404,33.72315701,0.778405233,41.3989551,0.549573417,0.337936224
2060,0.039116403,0.002098718,38.50122338,0.591182045,1.155926817,0.866233968,0.580605669,52.0732683,0.553032288,43.46440731,0.480343731,0.550876876
1657,0.039181825,0.002164406,46.9528097,0.591511421,1.104996944,0.853904673,0.494355164,41.18174236,0.672699967,44.96522428,0.559020338,0.659086629
1736,0.039206013,0.002055971,44.18251618,0.605901481,1.128674216,0.845575868,0.512671489,41.17153697,0.598396485,44.2345852,0.5027495,0.581701827
1861,0.039257039,0.002174803,38.54305778,0.575097218,1.170413416,0.836942388,0.549999117,42.04584415,0.581997112,41.64817201,0.53490794,0.576112261
589,0.039342685,0.002140374,40.87562415,0.666591149,1.027402057,0.882831809,0.499812779,42.25165879,0.78251911,40.85659484,0.581353503,0.35726782
1739,0.039448887,0.002325779,43.21280845,0.559727941,1.113093546,0.86788688,0.540486979,38.95075678,0.661014222,43.6149568,0.516191831,0.660345179
1429,0.039482754,0.002285059,42.23993081,0.592467237,1.124545504,0.816766498,0.508286993,49.16072176,0.599240894,38.26371534,0.502330985,0.502040928
2494,0.039517854,0.001945521,41.81216312,0.602975023,1.104693144,0.84922022,0.541394423,51.29822417,0.708067003,42.13985598,0.527591068,0.596608305
2372,0.039736691,0.001865286,43.78226775,0.674935407,1.116667987,0.820810413,0.58030677,50.09587917,0.650968856,39.41056634,0.399997358,0.582592418
1811,0.039753271,0.002106056,40.89568366,0.567907081,1.173036767,0.826060833,0.48435447,46.63133964,0.700853809,42.13186991,0.512626575,0.559079049
545,0.039857025,0.002160116,43.02722153,0.661934977,1.033532155,0.865581156,0.465451447,46.03062193,0.797595394,41.08024517,0.586652095,0.368235193
2316,0.039900066,0.001693719,46.15298524,0.654891625,1.164402373,0.791928694,0.577897297,53.88022328,0.640632351,40.52519335,0.400721396,0.507711405
846,0.040043717,0.002034373,38.71705145,0.674579964,1.179402366,0.785271662,0.508022965,46.33985289,0.662688202,43.23275473,0.441217713,0.482895683
1915,0.040244988,0.002144273,42.10385706,0.618144196,1.123834716,0.833209025,0.488292369,46.86009447,0.704223728,41.72321146,0.497404843,0.606221893
1566,0.040375749,0.001830687,46.17605952,0.608169862,1.199595056,0.802160305,0.551272945,42.90510029,0.6293142,44.79311772,0.442130142,0.553614009
1985,0.040422797,0.002014212,46.29601404,0.613212483,1.151878433,0.838871422,0.473095267,48.47011583,0.69230724,43.60799305,0.46619527,0.513881989
1072,0.04050512,0.001853479,44.72648326,0.567214521,1.153963221,0.844436409,0.537123496,50.45480384,0.656805099,44.76882499,0.509641591,0.527276891
831,0.040675883,0.001936659,43.69900889,0.593096942,1.092050997,0.817727166,0.521064448,44.93031393,0.815715093,42.4086819,0.625558933,0.405561263
2483,0.040716148,0.002085917,37.87500074,0.674874078,1.158706813,0.815675301,0.546172713,47.878253,0.591561909,41.97315693,0.415987051,0.537726524
749,0.040737665,0.002045486,37.51320164,0.581273282,1.162755838,0.867567187,0.532770901,34.40515849,0.723720515,41.53289809,0.55737679,0.573526353
946,0.040743104,0.001825298,39.00949034,0.640757298,1.198657443,0.836582952,0.517042515,44.90902697,0.735492256,44.55189058,0.447785526,0.565143351
1682,0.040835286,0.002177331,47.05858786,0.587314283,1.095536757,0.841624602,0.497940051,41.92129095,0.68288643,44.09030429,0.539142702,0.649709277
1983,0.040841489,0.001769765,44.30135252,0.654967705,1.177189843,0.765690469,0.527269651,45.20395629,0.650816068,43.3146144,0.484511321,0.550999981
590,0.04092342,0.002140467,38.19988848,0.65469332,1.032944209,0.905044109,0.510292099,44.25090569,0.729697118,40.18322739,0.629548588,0.318619001
705,0.040965985,0.002363986,48.83175797,0.614074433,1.145541429,0.78585416,0.492257479,34.41066546,0.66823042,40.24425365,0.455225579,0.585017975
1791,0.041024015,0.001938677,46.12945433,0.613331385,1.147509798,0.820879566,0.481231472,43.35858465,0.74131545,41.37281475,0.516342879,0.534080355
919,0.041054362,0.00205642,43.35083627,0.627963032,1.124588087,0.826916913,0.496499811,66.4472855,0.679959906,44.4226542,0.446242826,0.494920024
1122,0.041098143,0.002064407,44.70764075,0.625199184,1.143264145,0.824672845,0.543504564,46.82262065,0.678047235,44.11592462,0.453542327,0.607772268
1759,0.041159021,0.002078839,44.97442802,0.594708457,1.176049303,0.78075247,0.475744061,47.71702108,0.75260949,41.6672881,0.498546083,0.598881747
2207,0.041372581,0.001984738,48.33113442,0.559375671,1.199246319,0.813594378,0.477111491,41.0441767,0.776667875,41.55182151,0.500470581,0.567394431
2365,0.041403232,0.001828529,45.08951854,0.587859738,1.188130271,0.815276718,0.581402974,52.00570274,0.677410525,39.91955833,0.447863045,0.557957361
1338,0.041563395,0.002105754,39.90390318,0.569369625,1.187897229,0.810577949,0.54212031,46.25289752,0.653793164,44.55376704,0.48366781,0.463630189
1707,0.041899502,0.002115716,45.31581702,0.569238333,1.124643765,0.898428431,0.487586268,43.86135197,0.675776692,44.69794707,0.520302261,0.660991553
529,0.041909403,0.002362575,41.22557898,0.668383964,1.001837405,0.867479055,0.477132886,38.27833223,0.813406514,41.81759282,0.58053726,0.371545108
907,0.041942024,0.00209511,44.52797945,0.661922012,1.143096234,0.78686396,0.473840995,56.00576573,0.651609976,43.25601017,0.502024117,0.608161794
1691,0.041977431,0.002193633,46.18242574,0.588263373,1.095523274,0.842144053,0.477008165,43.38311407,0.630061919,43.68333761,0.579586832,0.700078912
2045,0.042164311,0.00183184,39.670399,0.636048772,1.156962148,0.842872404,0.53204328,41.26104443,0.732376385,43.92064625,0.50136483,0.557459255
2397,0.042288471,0.001994021,46.39654275,0.565172374,1.199406884,0.739811572,0.595346771,46.96142888,0.639865731,39.87337002,0.47543875,0.493510882
1961,0.042356418,0.00190092,42.09616494,0.666549485,1.149041358,0.812334699,0.493492888,46.56963793,0.695622191,43.36637389,0.443525482,0.557388196
1204,0.042378753,0.0021501,40.67606642,0.574149511,1.170587844,0.809243867,0.557619918,43.31648514,0.664045035,44.9965678,0.489606381,0.564445137
1670,0.042400876,0.002478684,47.60601763,0.560993897,1.104620917,0.869597841,0.493124596,41.35205368,0.654181303,44.34071763,0.560366574,0.754139338
1508,0.042588655,0.00181752,42.00718732,0.665799111,1.140522043,0.889735139,0.56512414,47.21563754,0.634992474,43.13369412,0.36871662,0.542546572
2327,0.042853376,0.001621371,47.30522969,0.665363645,1.163111044,0.811799743,0.592254553,50.5374609,0.650631721,40.02979875,0.381596702,0.497091028
1679,0.042858945,0.002510594,45.36363007,0.581664615,1.082065839,0.891462831,0.493594374,42.7287914,0.670243527,43.90188898,0.530723529,0.69470576
88,0.042980671,0.002063941,40.042382,0.537965483,1.199582256,0.867015529,0.472847361,33.39741535,0.742693836,41.82329043,0.563997199,0.382819214
1892,0.043307204,0.001917744,41.04931265,0.612983717,1.165586923,0.79597618,0.576958245,41.68923104,0.596735962,42.38225377,0.468138821,0.502254563
1560,0.043468597,0.001922492,38.23358791,0.61878826,1.19958837,0.867366916,0.545158756,39.4853369,0.673288546,44.22083174,0.429715523,0.583463419
1608,0.0434697,0.001912629,42.08536311,0.659076258,1.160887545,0.78110773,0.530514277,65.64504024,0.719980041,44.53413184,0.492675841,0.640382321
2492,0.043515715,0.001874245,42.78705049,0.569531559,1.187400426,0.811251171,0.552644723,42.33042169,0.721440256,39.24300857,0.463217771,0.504705698
1055,0.043557535,0.001649783,49.52499178,0.534819091,1.187204235,0.815010792,0.559023191,51.08177379,0.815351091,44.36941519,0.531886067,0.540220852
1787,0.043607528,0.002010378,42.04803141,0.624414062,1.176825261,0.80553025,0.476884969,46.60452107,0.705667027,42.71926883,0.506962481,0.561295101
1991,0.043825917,0.001912705,40.20476983,0.624119028,1.169290902,0.846832795,0.483681565,43.58424946,0.686015416,40.30017591,0.482996807,0.52573029
1648,0.043960199,0.002188975,45.82337974,0.587504829,1.101022096,0.851155703,0.495951068,41.4832545,0.720474365,44.80500737,0.534058732,0.697184999
784,0.044002992,0.00185024,34.23989692,0.620077633,1.181994988,0.846242661,0.595945721,32.18112418,0.776032124,40.0100371,0.505368177,0.457034891
2461,0.044003098,0.001666736,42.463758,0.637422179,1.153594203,0.832544951,0.574959091,46.30103475,0.689050968,41.07488998,0.472174789,0.520190242
1474,0.04419167,0.001906345,44.10925287,0.593389128,1.117979461,0.874681496,0.557672825,39.48611366,0.654851166,44.43527711,0.508853986,0.53923634
2355,0.044281193,0.001938104,44.64036819,0.615855773,1.147021388,0.82353426,0.605897077,47.92793466,0.710889092,40.5762835,0.416163766,0.56906926
1048,0.044416641,0.001787786,44.13503766,0.577040623,1.159770014,0.832083815,0.5478786,45.95341307,0.682517828,44.56517339,0.522107961,0.547815511
1163,0.044418961,0.002128834,41.71892807,0.598818234,1.123314706,0.865732147,0.532002022,43.70673072,0.769826445,43.81419466,0.445354538,0.48210347
520,0.044447259,0.002274156,36.85593986,0.674009201,1.039544377,0.9062158,0.514624433,34.74861637,0.705561946,41.75487839,0.585956054,0.368324166
2379,0.044593641,0.001667933,43.67309002,0.606889803,1.162652274,0.825566058,0.579035197,55.89568846,0.623329217,40.29311581,0.492153602,0.508459558
2435,0.044659682,0.001917035,43.34939325,0.605504812,1.157465658,0.806065492,0.569239469,44.26501661,0.817867478,39.74310147,0.453755715,0.487168542
1571,0.044845757,0.001869604,38.78596945,0.643181135,1.160589915,0.818161809,0.543323016,43.47169424,0.687487573,43.22703325,0.467554308,0.594354051
