,0,1,2,3,4,5,6,7,8,9,10,11
0,rmse,SLATB001,SPAN,EFFTB003,TMNFTB003,CVO,FLTB003,TDWI,CVL,TEFFMX,EFFTB001,KDIFTB003
1,1.1660251500746257,0.0024867105002669013,18.526136515884073,0.4881673255771056,1.0366793386616615,0.4958286767403192,0.600217105285529,60.98076086961522,0.8691944817059762,41.05558632792214,0.40657697837478063,0.545041455750095
2,0.5747877305772046,0.0031720099682845007,49.83130093097608,0.31813129957254976,0.9173284124304752,0.6424484389236451,0.46724153342098645,44.546466529965,0.7413095612415375,38.02748237189841,0.6325444213037252,0.3255898619368132
3,0.22873159082734032,0.00281854940161043,49.827736327584894,0.36581800823883104,0.9166346288772806,0.8533689363184604,0.6708268869019158,59.35388801946176,0.5087018187667947,43.64127327009183,0.7470453188845916,0.7630564153902046
4,0.9215096676460345,0.002552682350849334,36.37588495315684,0.2698173837156763,0.9689462333373584,0.671885703487876,0.5180063713581563,67.028577570691,0.7980442545113599,42.64001505519355,0.4346420670707971,0.4835894310531616
5,0.5707097926275215,0.003382563722065301,41.857035134170545,0.328938841875387,1.0872394332763804,0.5919318373794596,0.6732759293906893,32.14668477543446,0.7869038815926939,35.88731825811505,0.4829655199189553,0.48131187765287775
6,1.2372307408868297,0.0016247365349787936,24.78589135486154,0.5697099995092644,0.6417995121186966,0.6533820633923497,0.5841796328669719,61.540919490001784,0.7019188452255348,36.285432202252174,0.2706449057110617,0.5811628355555178
7,1.1804224890234103,0.002642891520283376,36.71454686782393,0.28702213871630555,0.5804036630345824,0.7305034748954952,0.5563887454265326,34.417697860863164,0.6728981443083923,43.550913168721365,0.6900962052086778,0.590365377843663
8,0.6337277949447075,0.003171500264764736,38.03781073339947,0.4186151334607869,1.0054942957451973,0.5837077754099589,0.5441626406426305,43.4330957157785,0.8486028260239438,42.064879163146564,0.477310756587444,0.6476861658867328
9,0.18258369776196284,0.002904510325953725,49.14103525185977,0.6233668922309687,1.145715302830191,0.7721396828606056,0.6660602639945694,25.38085508966469,0.3475898510736946,39.42846101419331,0.4506055154390147,0.593230321196653
10,0.2661442635393064,0.002712035832142379,44.36021235567852,0.5420891501532651,1.066060826920661,0.7746495017991049,0.6218446208201012,75.10255448743538,0.44119661961123025,38.70707684686834,0.42531092857483466,0.7470013170753478
