id,SLATB001,SLATB003,SPAN,EFFTB003,TMNFTB003,CVO,FLTB001,TDWI,CVS,EFFTB001,KDIFTB003,NCRIT_FR,AMAXTB001,NMAXLV_TB003,NMAXLV_TB007,NRESIDLV
0,0.002929487,0.001473674,43.91743569,0.498420006,1.094355047,0.895711446,0.475341375,48.16894982,0.334901173,0.67064053,0.462253023,0.756259143,38.37440487,0.02081315,0.010047921,0.003382143
1,8.76209E-05,2.91499E-05,2.253291841,0.017352171,0.020109057,0.0077056,0.014639024,1.647611188,0.007612185,0.019355161,0.032191664,0.01327408,1.900675524,0.005064178,4.50733E-05,0.00016765
2,0.002813087,0.001428398,39.22258023,0.461161035,1.072834968,0.883769982,0.465061945,45.67331021,0.329091488,0.644843238,0.420805341,0.73686654,35.07125437,0.011613026,0.010003949,0.003200816
3,0.003030785,0.001499758,45.640506,0.523511408,1.128380709,0.90648222,0.50272602,51.47683873,0.350471723,0.700098141,0.521342584,0.778074811,41.16915635,0.024817661,0.01015673,0.003679423
