0,rmse,SLATB001,SLATB003,SPAN,EFFTB003,TMNFTB003,CVO,FLTB001,TDWI,CVS,EFFTB001,KDIFTB003,NCRIT_FR,AMAXTB001,NMAXLV_TB003,NMAXLV_TB007,NRESIDLV
1,0.9327581205044424,0.0016050660715103342,0.0011031947609840072,43.87406481979265,0.488448933505644,1.0789923906885575,0.609023396594333,0.6288005054879644,64.87408876419786,0.7552047711439227,0.6523386873688961,0.5914110188485713,1.082160777184098,76.30170415789945,0.07158865116980084,0.03133634019378577,0.004650549613915925
2,1.309550480505281,0.0015216334161819165,0.001457148414792987,27.231719331368538,0.46460966826626515,0.6901487462445453,0.6721562772917302,0.5428779939485716,34.33371651933475,0.3899110295706138,0.6525131835907235,0.41352226839629425,0.5559662430221449,73.06541182830085,0.0634860736642137,0.04082440630500007,0.0054843991446508825
3,1.0827819164652486,0.002417299768104415,0.0009036927246785737,32.57933585745045,0.3053710002012513,0.8981673895746769,0.8691522518678528,0.7645255686165304,79.9541517995869,0.3836644751669083,0.45063575775198467,0.6814242102950963,0.6740770098176424,52.97556249950128,0.03554995428103742,0.08409667284378738,0.006759628311526066
4,1.0731787829113018,0.002990296667515468,0.0005708081186543527,45.69758494441149,0.4638929032606065,0.8237662313656364,0.695732747475009,0.6821750900853631,34.918514387774806,0.3465450228694062,0.4210782761960468,0.47317882617928086,0.7963811586180192,40.93338795329024,0.04343829330313095,0.07846727733028315,0.006425664945303193
5,0.9150042486275086,0.003790050322479531,0.0011312819708125211,32.341590010503666,0.35954423428028653,1.0484767421507262,0.8378695645243552,0.6332414275904642,30.068385280705503,0.7233440658968004,0.3107812743212081,0.5124121095293614,0.59108183429114,83.85507067440184,0.04347910781090574,0.04757622599787424,0.00572647070679886
6,0.9192848027179474,0.0031919329990894893,0.0008502100016742123,35.28414000038624,0.2711231535907392,1.0741880126189987,0.606484418047918,0.545527751580859,33.17061257962269,0.8521209717155638,0.44843597639016813,0.3960296403403252,0.5615985880797972,82.63761001902638,0.02055862592544087,0.05786679010074743,0.006028505496976603
7,1.3177028999999398,0.0032812041597217656,0.0007310087520621938,36.66863016321571,0.49952270615471717,0.5152407567795707,0.5578650810202199,0.5818376034856882,27.71515333592772,0.6972848574657828,0.3928557637151394,0.7759326335101875,1.342874829124257,50.51814098780979,0.0774091687725108,0.06628901323215222,0.004902601265824898
8,0.8632789536222417,0.003269050373176379,0.001214262902442515,49.662529658059924,0.4503161820367869,0.6184731887465126,0.6510840958327209,0.6141386990576052,74.02167832044049,0.7630292130848723,0.6224505099773439,0.6472905475440645,1.0203121746488473,59.06362341459866,0.02608699261386191,0.03542846533809043,0.002439586360811901
9,1.237294123391382,0.0018976210261869508,0.0012357497214841836,46.780014561374315,0.22669107540076947,0.8181843586965575,0.7311108622017201,0.770206740393683,58.82213777297154,0.5006247471932842,0.30496865500723386,0.3311549569435642,0.5064829366104256,81.25171684691152,0.07670782818744154,0.05523669136672189,0.0021484633193436845
10,0.9959621409123967,0.002672999523973335,0.000895941187852507,46.73809703902526,0.4218105061364686,1.0359862326356049,0.5413053967673225,0.5278840054879989,78.90166014548873,0.42632936203545124,0.5037193705613844,0.8510768437643053,1.2804654881290538,43.72331169341021,0.07139973319202399,0.021074397523525426,0.004854646140083971
