day,doy,LAI,TAGP,SM,SM_G,LAI_G,TAGP_OBS,LAI_OBS
2021-08-01,50,3.2425039688979904,4456.651313689873,0.2682365782418329,0.2656884295313958,3.3842800640835216,,
2021-08-02,51,3.335910633546222,4714.483869430145,0.2633853073824943,0.23244932912074326,3.539903533573706,,
2021-08-03,52,3.427156954771939,4983.963254926246,0.25899095039549785,0.24468785122948597,3.799717017847455,,
2021-08-04,53,3.505672326966523,5232.492250433343,0.25526794020061055,0.23192131299059007,3.451742809696495,,
2021-08-05,54,3.5646092323564016,5432.8390032523275,0.2518686734205964,0.24176851616152553,3.856859461439818,,
2021-08-06,55,3.609608222945371,5597.515420993419,0.24906034892661372,0.2398860105749724,3.919148279539462,5891.4,3.149
2021-08-07,56,3.680601585052221,5877.8957516215305,0.24499636678981682,0.24755968062603165,3.8837876989132827,,
2021-08-08,57,3.7442244121115307,6149.287514444282,0.2407285386966857,0.22041111912156214,4.513679705633032,,
2021-08-09,58,3.772070302063552,6276.128077386295,0.23879294497503942,0.225179837934606,3.9824146719490465,,
2021-08-10,59,3.8330015939257143,6570.380185327109,0.23452981314102136,0.22026684990793877,4.553803172457467,,
2021-08-11,60,3.8599176902806667,6709.030249416015,0.23232729693180365,0.21079236821839775,4.292836132508673,,
2021-08-12,61,3.889820543687857,6874.144732356042,0.22992969684610184,0.22278919960812543,4.118499219771484,,
2021-08-13,62,3.911282545459498,7001.969529783976,0.23077504957122744,0.22182754239919705,4.052818625824825,,
2021-08-14,63,3.9411143176642325,7193.396776604921,0.22813221996083435,0.24270286739760633,3.710581002391403,,
2021-08-15,64,3.9707004306270033,7392.273144710756,0.22579336274175624,0.22140643026058227,4.067433220947482,10603.0,3.417
2021-08-16,65,4.009957166862532,7655.420097141487,0.22265546322966434,0.21306052480374785,4.470040634267561,,
2021-08-17,66,4.028844679708742,7781.66940323629,0.2209344518545799,0.2161028513058818,4.096895555681246,,
2021-08-18,67,4.047231067897061,7904.233397637607,0.21904978691490143,0.231360867880483,4.313543054030714,,
2021-08-19,68,4.065611481811334,8026.404195841995,0.21698980525906642,0.18947972505990837,4.859064788313522,,
2021-08-20,69,4.093220939377739,8214.199231879451,0.21452366866542036,0.21096319172576272,4.985671856338016,,
2021-08-21,70,4.087382180183233,8439.722149081594,0.21090710635180523,0.22666933619200258,4.377198567110773,,
2021-08-22,71,4.1232084935798445,8701.582920168488,0.20785272475623062,0.21493489884011782,4.230444083913735,,
2021-08-23,72,4.140361000537946,8828.547562919195,0.20585204010637603,0.208200067223479,3.5653218955586135,,
2021-08-24,73,4.134362813203571,9082.659081256776,0.20302096042098672,0.20795197520449582,4.612139644587727,,
2021-08-25,74,4.102820406617039,9311.252975060306,0.20030803247060514,0.19180538203056569,4.042536964836635,,
2021-08-26,75,4.125944110203647,9523.738112023553,0.19817569838278742,0.2035080400035125,4.159110598596938,,
2021-08-27,76,4.133941846590561,9685.768425728096,0.1957584969334208,0.17203783539962042,4.170827924339881,12909.0,3.679
2021-08-28,77,4.095340320479537,9994.563611822907,0.1935146490182859,0.20795976002589425,4.024001800638368,,
2021-08-29,78,4.110713058052094,10361.01803837281,0.1912912350639922,0.187277974195052,4.433003636922328,,
2021-08-30,79,4.115771818504122,10689.087235989295,0.18945999593702123,0.17779198956852865,3.642444399740799,,
2021-08-31,80,4.115771818504122,10953.864770872957,0.18808875077364218,0.16648963432206487,4.313562251082786,,
2021-09-01,81,4.115771818504122,11219.0714785836,0.18676265738352416,0.18378041247235483,4.107025683888433,,
2021-09-02,82,4.115771818504122,11472.45498559187,0.1926092753612645,0.18785312561693948,4.327063908165353,,
2021-09-03,83,4.115771818504122,11708.85864707502,0.19073289762913878,0.18420261646394206,4.179156313688654,,
2021-09-04,84,4.115771818504122,11948.482646778208,0.19736187846409836,0.19984452218355808,4.53872475481218,,
2021-09-05,85,4.06743632619336,12314.394106183641,0.2018475920189248,0.1876518438291681,4.355302046001507,,
2021-09-06,86,4.06743632619336,12556.120100341781,0.21865032142650534,0.21636597056342682,4.150310638260196,,
2021-09-07,87,4.06743632619336,12783.203389261826,0.230910912298917,0.23362061484079646,4.6037706765198365,17898.0,3.267
2021-09-08,88,4.066377990251461,13446.83811271784,0.2267869705666128,0.24065848770258436,4.233637179991753,,
2021-09-09,89,4.053320369229609,14077.545566252666,0.22313941302731066,0.21865387174656975,3.7204899976120465,,
2021-09-10,90,4.025308582790038,14656.636411903286,0.21936590301293493,0.20670863359941005,4.269768005473102,,
2021-09-11,91,3.980465471492536,15209.293838526177,0.21580310357502772,0.21014910948988488,4.16797713349329,,
2021-09-12,92,3.917491328226248,15723.664159530228,0.21248648859553776,0.20818888022404833,4.054352712728815,,
2021-09-13,93,3.818327409878857,16143.185637016579,0.2093457652199179,0.22551624918439722,4.158260358106932,,
2021-09-14,94,3.706022190217963,16570.566668616735,0.2064495979504108,0.19749962507871024,3.6035772748670376,,
2021-09-15,95,3.5814722577851623,16949.853264413,0.20376464280487616,0.19508778961597625,3.6761168256595655,,
2021-09-16,96,3.478545024113155,17125.739016312946,0.20449016201582773,0.2147176326841996,3.3663512326605405,,
2021-09-17,97,3.369772519433,17226.972745894695,0.2097638834298911,0.2206950833275503,3.5724865612135734,,
2021-09-18,98,3.257375541761795,17323.85272298666,0.22720350724538496,0.2289059320020701,3.1175382395903553,,
2021-09-19,99,3.1419788926643255,17410.926548144318,0.2965013817194082,0.2927104487029947,3.517086814414104,,
2021-09-20,100,3.024716544633151,17573.29880803222,0.30034527802413274,0.27285553799695816,3.3748179363942485,,2.872
2021-09-21,101,2.9066089210165584,17762.788575131002,0.29577515121019265,0.2954455496143604,3.042958958718346,,
2021-09-22,102,2.7889122854534083,17927.797647426833,0.29265809835890166,0.28130048966780297,3.033104461825991,,
2021-09-23,103,2.672377225324031,18037.26929650255,0.29070436776724456,0.27743249270456805,2.7272472675974053,,
2021-09-24,104,2.5580423155348857,18137.0198870494,0.2891467174441111,0.2681670426989005,2.894468672354806,,
2021-09-25,105,2.4456466055968877,18167.221925783255,0.28838549463878715,0.28704424597798855,2.6633819803345435,,
2021-09-26,106,2.3358901076930816,18191.641861523698,0.2902152070039358,0.29527203054389556,2.5264084624901937,,
2021-09-27,107,2.228668370735908,18259.152241779637,0.2881744320390998,0.2551857206691814,2.366931910158527,,
2021-09-28,108,2.124477573149744,18276.87301966235,0.29013398836102355,0.3203680850452934,2.1399061864814737,,
2021-09-29,109,2.0240082187093664,18330.704866014763,0.28728272384681436,0.2965734909106772,1.9739467023679034,,
2021-09-30,110,1.9272062302048725,18362.64848196545,0.2861133495059601,0.2552954556456074,2.181047984211983,,
2021-10-01,111,1.8344107489783839,18387.883046103954,0.2845807480325539,0.3032484833375154,1.7033394174923846,,
