0,rmse,SLATB001,SLATB003,SPAN,EFFTB003,TMNFTB003,CVO,FLTB001,TDWI,CVS,EFFTB001,KDIFTB003,NCRIT_FR,AMAXTB001,NMAXLV_TB003,NMAXLV_TB007,NRESIDLV
4851,0.049615511,0.003281049,0.001498614,49.8927938,0.550503559,1.046161609,0.888380756,0.473752148,36.85233343,0.329005141,0.607603517,0.45058358,0.701796792,36.20425696,0.026197342,0.010036748,0.002847705
4972,0.049642148,0.00360512,0.001480916,49.26124379,0.439321325,1.091210015,0.906238785,0.472589203,33.92080204,0.329877623,0.594270433,0.436852474,0.715487587,35.1007894,0.029936598,0.010109367,0.003010187
4852,0.050473162,0.003293025,0.001498839,50.00567421,0.543697489,1.044558105,0.889820501,0.472028689,35.59691181,0.330467935,0.600046608,0.456542132,0.717934917,36.05417859,0.028831912,0.010004871,0.00288585
4842,0.052856773,0.003307863,0.001499342,49.40821049,0.549062913,1.04161187,0.888447191,0.478590486,36.91776387,0.329050494,0.605932935,0.502413563,0.694168082,37.00985271,0.023066055,0.010164477,0.002542844
4916,0.053992743,0.003573104,0.001498517,50.44328807,0.458361866,1.089275715,0.897516261,0.465704846,34.61261078,0.329409737,0.587591968,0.435830606,0.731434948,35.06348936,0.031306386,0.010075949,0.003081876
4896,0.054721951,0.003579369,0.001473267,50.39889933,0.473231247,1.072618104,0.897472215,0.465609683,34.88656009,0.329880462,0.584492399,0.430432028,0.719967142,35.0562512,0.031316197,0.010105637,0.003041065
4915,0.054973821,0.003495519,0.001499274,50.38297718,0.481799464,1.07127189,0.890526045,0.471625193,34.49659213,0.329795565,0.589021326,0.438841103,0.720234874,35.03273079,0.030542142,0.010020533,0.002947689
4859,0.056460471,0.003361788,0.00149922,50.45327463,0.520839301,1.051678572,0.891830301,0.471500787,35.05499652,0.330482036,0.583431502,0.446092241,0.720541853,36.29432559,0.029386602,0.010164629,0.002972638
4856,0.057045999,0.003306043,0.001498897,50.46881192,0.52060175,1.056090641,0.890751576,0.470980404,35.67314466,0.330623456,0.586805337,0.444822234,0.716127609,35.04534565,0.028648144,0.010114814,0.00300562
4954,0.061440215,0.003484485,0.001463354,49.31630693,0.458835285,1.073964373,0.906292503,0.465162479,36.39800897,0.329523258,0.598743512,0.447342478,0.719560466,35.03423212,0.030975111,0.010011574,0.002897567
4865,0.061850329,0.003522651,0.001497497,50.388167,0.496142225,1.058893616,0.887015572,0.470741012,35.03449458,0.330099997,0.576311156,0.427375703,0.723633235,35.90568044,0.029523631,0.010047987,0.002976803
4937,0.061869091,0.003507273,0.001499452,50.44408088,0.497973144,1.061019041,0.889060043,0.465767036,35.35590642,0.329657705,0.570112472,0.459414524,0.717665508,35.0673797,0.031134438,0.010030173,0.003101873
4891,0.062306671,0.00353771,0.001480987,49.89296888,0.491290557,1.052854032,0.892458611,0.465297295,35.00024096,0.32914955,0.585775645,0.427549917,0.723473801,35.98039762,0.029188627,0.010031435,0.00314495
4848,0.062433497,0.003287947,0.001499543,50.45019243,0.543847881,1.030759245,0.879539976,0.475988929,37.96368333,0.329593086,0.608513685,0.502659324,0.69450717,36.20008564,0.024078986,0.011334127,0.002694558
4849,0.063068509,0.003291644,0.001484579,49.89704665,0.541634456,1.028668308,0.885175538,0.475868653,36.61834135,0.340177203,0.607826841,0.488972179,0.710707744,35.13986223,0.025384946,0.010094013,0.002830895
4702,0.063986477,0.003262426,0.00148108,49.10458587,0.544272238,1.031145455,0.874372017,0.496123864,38.48067256,0.343091927,0.603917933,0.494624153,0.67184738,35.21810539,0.02417495,0.010095874,0.002282803
4690,0.064218946,0.003236499,0.001460137,49.11768785,0.531386839,1.02409367,0.88720653,0.496227903,38.30271392,0.351053726,0.636564743,0.504743415,0.676251526,36.00076831,0.020897006,0.010044335,0.002214012
4961,0.064694458,0.003552303,0.001466089,49.44643954,0.439076611,1.087682303,0.899904806,0.465004314,34.17123179,0.340679586,0.597794783,0.431168944,0.732887706,35.10457355,0.028723522,0.010083121,0.003194555
4519,0.065195451,0.003034989,0.00149867,49.47937971,0.60696382,1.005637795,0.891220043,0.486205718,42.14521998,0.329296713,0.675671818,0.591716351,0.682474004,37.05931384,0.018689857,0.012496329,0.002202416
4926,0.065261163,0.003689322,0.001469544,50.40676858,0.444836426,1.074964208,0.891961538,0.465457837,35.09488341,0.330006417,0.5903254,0.424726944,0.715845029,35.0532165,0.031077944,0.010014513,0.002937484
4951,0.066477521,0.003516208,0.001498072,49.29633606,0.465840691,1.059867622,0.89863119,0.465040174,36.19129761,0.344001362,0.599676459,0.439701083,0.718197174,35.13564218,0.030507634,0.010059448,0.002904263
4868,0.068638783,0.003641618,0.001498463,50.47581549,0.484466897,1.060404504,0.892001602,0.465817418,35.1179979,0.331598801,0.55227034,0.4276671,0.721888103,35.08352523,0.029546606,0.010087852,0.003044851
4448,0.069067815,0.003047763,0.001447284,48.56188165,0.577796046,0.997104717,0.898381201,0.498650138,43.32148845,0.347043865,0.669502992,0.617589494,0.648288637,35.89516397,0.024979843,0.010040753,0.002002767
4983,0.069577072,0.003628258,0.001458898,50.47109002,0.444588042,1.090175728,0.893096676,0.465485026,35.12823002,0.329105561,0.60674971,0.39324118,0.750354568,35.06777276,0.028410986,0.011766373,0.003318354
4901,0.069754106,0.003562846,0.001496343,50.38157841,0.459084033,1.081157322,0.898835774,0.465970335,35.67400091,0.329873952,0.554056819,0.40089591,0.734274674,36.08435685,0.029087618,0.010068489,0.003084167
4864,0.069849391,0.003444984,0.001496029,50.46609789,0.485418299,1.055462656,0.892687522,0.471109902,35.96253325,0.329694475,0.583348702,0.433599711,0.720444558,35.83730325,0.029382744,0.010020701,0.003024069
4099,0.07073609,0.002808229,0.001364377,45.81605488,0.604502349,1.04643966,0.882372145,0.51530191,38.63157376,0.329340862,0.691588136,0.632295392,0.67969632,39.45864669,0.019496062,0.011716535,0.002343434
