,TSUMEM,TSUM1,TSUM2
360,1.047789526,1.060545138,1.047715827
361,1.048505691,1.060702902,1.045068242
362,1.048880939,1.060421239,1.043465215
363,1.049550791,1.061269109,1.041115329
364,1.050079937,1.061467453,1.038957167
365,1.050770642,1.061997153,1.036778837
366,1.050954181,1.061923864,1.034907669
367,1.051920002,1.062384068,1.034100726
368,1.052158718,1.0622209,1.032572593
369,1.052640495,1.061651556,1.032208789
370,1.052342811,1.060740537,1.031017075
371,1.053132727,1.060103505,1.030552733
372,1.053346449,1.059237517,1.029599221
373,1.053946103,1.058959657,1.029439207
374,1.053927524,1.058406025,1.028197867
375,1.053823633,1.057545636,1.027710399
376,1.053812064,1.056925668,1.027025509
377,1.053318867,1.056334374,1.026892629
378,1.052502186,1.055260372,1.02625009
379,1.051425932,1.054476889,1.026460857
380,1.049514564,1.05293187,1.02606154
381,1.047800531,1.051572555,1.026249282
382,1.045769026,1.049897163,1.025888826
383,1.044497276,1.048594982,1.026639586
384,1.043195992,1.047180162,1.026695933
385,1.041879088,1.046038898,1.027705142
386,1.040576551,1.044794731,1.028124332
387,1.040191371,1.043348781,1.028740776
388,1.039182208,1.04212991,1.029111418
389,1.039448252,1.04109787,1.029626977
390,1.038725875,1.040251481,1.029962399
391,1.038561956,1.039618816,1.029776602
392,1.0386819,1.039419588,1.029295609
393,1.039393616,1.039764928,1.029105003
394,1.039823295,1.039824971,1.028608014
395,1.040750593,1.039850612,1.028100121
396,1.041198914,1.039803517,1.027536196
397,1.042104123,1.039885889,1.027300068
398,1.04242566,1.039650803,1.026754521
399,1.043157542,1.039950942,1.027102292
400,1.043416258,1.039811257,1.027244863
401,1.043992916,1.040181613,1.027542948
402,1.044042059,1.039995991,1.027790787
403,1.045260722,1.041077892,1.028138573
404,1.046021494,1.041635483,1.028383877
405,1.0469364,1.042335588,1.028553623
406,1.047279682,1.042715757,1.028861863
407,1.048050615,1.042814805,1.029307094
408,1.048291365,1.042401677,1.030071706
409,1.049340341,1.042627856,1.030955134
410,1.049764149,1.042846218,1.031647782
411,1.050056221,1.04337183,1.032028941
412,1.049932363,1.043771139,1.032516422
413,1.050528448,1.044754494,1.032232767
414,1.049508061,1.044555382,1.032626299
415,1.049221521,1.044947831,1.032247558
416,1.047987591,1.044500145,1.032560656
417,1.04749329,1.043962941,1.032526637
418,1.046376158,1.043509277,1.032792833
419,1.04620749,1.042441352,1.032496196
420,1.045283916,1.041657492,1.03280471
421,1.045327249,1.041072073,1.032391239
422,1.044979712,1.040624907,1.032290354
423,1.04526996,1.040242019,1.030948162
424,1.04519446,1.039920157,1.031045309
425,1.045547129,1.040148225,1.030966567
426,1.0456584,1.040509589,1.031136606
427,1.047095709,1.041183892,1.031147694
428,1.047847776,1.041684465,1.03136389
429,1.049014473,1.042347667,1.031420743
430,1.049500707,1.042790241,1.031746311
431,1.050998869,1.04340112,1.032034038
432,1.051806655,1.043181972,1.032017268
433,1.052997569,1.043339181,1.032599632
434,1.053353587,1.043292003,1.03255058
435,1.054383579,1.04446407,1.032765491
436,1.054814267,1.044778728,1.03253733
437,1.05572602,1.045544312,1.032291514
438,1.056243526,1.045497737,1.031709564
439,1.056979044,1.046603421,1.031159396
440,1.057388001,1.046874421,1.030584307
441,1.058607815,1.048623418,1.030009558
442,1.058859118,1.048886358,1.029343929
443,1.058632741,1.049414091,1.028441037
444,1.05841636,1.048959223,1.028327255
445,1.058214556,1.04887265,1.028252739
446,1.05715068,1.048303915,1.028373935
447,1.055825839,1.047799304,1.028281917
448,1.055041731,1.047325102,1.027958662
449,1.053785417,1.047315778,1.027864006
450,1.053153043,1.047290252,1.02727941
451,1.051941098,1.04680255,1.027119683
452,1.051235128,1.046783191,1.02701507
453,1.051107903,1.046536541,1.026788435
454,1.050542444,1.046431157,1.02662984
455,1.050792759,1.046285006,1.026184191
456,1.050906371,1.046574951,1.02607791
457,1.05085473,1.046719556,1.025608029
458,1.050719952,1.047176558,1.025409102
459,1.050394158,1.047106693,1.024716115
460,1.05056681,1.047560285,1.024372697
461,1.050657702,1.04748205,1.023628051
462,1.049979533,1.047406513,1.022693917
463,1.050345103,1.047434639,1.021833999
464,1.050156171,1.047816961,1.020995362
465,1.049615255,1.047893631,1.02001531
466,1.049057641,1.047839393,1.01919675
467,1.048874374,1.047598254,1.018260987
468,1.048582404,1.047431794,1.017616961
469,1.047971771,1.046808117,1.0162765
470,1.047590605,1.046487989,1.015625432
471,1.045306825,1.044449474,1.0143958
472,1.043221314,1.042658876,1.01407816
473,1.041329114,1.040945422,1.013446762
474,1.040175036,1.040074417,1.013369484
475,1.039723836,1.040094935,1.013215842
476,1.039314598,1.040084634,1.01336081
477,1.039416866,1.040479589,1.013086795
478,1.039566904,1.040683619,1.01311649
479,1.039951876,1.041155264,1.012840213
480,1.040157223,1.041350908,1.012882834
481,1.04079417,1.041796084,1.012619925
482,1.041045214,1.04162508,1.012562946
483,1.041481474,1.04124827,1.012348991
484,1.041459094,1.040384517,1.012461182
485,1.041731758,1.039178841,1.012203711
486,1.04194551,1.03844607,1.012328544
487,1.042314415,1.037452165,1.012171853
488,1.042460984,1.036764456,1.012625263
489,1.042805612,1.035731925,1.012759202
490,1.042698295,1.035033013,1.012867262
491,1.043383484,1.034056212,1.012758028
492,1.043318105,1.032966722,1.012941065
493,1.043886037,1.031600453,1.012759451
494,1.044051537,1.030613584,1.013013796
495,1.044908849,1.029494021,1.013271861
496,1.045310476,1.028655491,1.013910035
497,1.046886169,1.028257441,1.014452755
498,1.047366388,1.027428263,1.015167959
499,1.049075225,1.027223569,1.015557057
500,1.049575273,1.026490215,1.016313991
501,1.050976603,1.026081905,1.016789165
502,1.051495342,1.02507046,1.017272404
503,1.052799181,1.024347418,1.016863376
504,1.053383669,1.023422082,1.016909306
505,1.054685,1.022759692,1.016570493
506,1.054563607,1.022773283,1.016512473
507,1.054996125,1.022730457,1.016232158
508,1.05484616,1.022653356,1.016225336
509,1.055270142,1.022574833,1.015968205
510,1.055228712,1.02267051,1.015630776
511,1.055523711,1.022564368,1.015022358
512,1.055342185,1.022356852,1.014762757
513,1.055171854,1.021881709,1.014159583
514,1.054753141,1.021567788,1.014094772
515,1.05481855,1.021237013,1.013927252
516,1.054483358,1.021133708,1.013632416
517,1.054650944,1.020887685,1.013306864
518,1.054283503,1.020500065,1.013319142
519,1.054688141,1.020173067,1.013313424
520,1.054675882,1.020061223,1.013312189
521,1.055161269,1.019714037,1.013117075
522,1.055862049,1.019856895,1.012620944
523,1.056732387,1.019630142,1.012111471
524,1.057533787,1.019834312,1.011785529
525,1.057856533,1.019347033,1.01121806
526,1.057455006,1.018691856,1.010982899
527,1.056319473,1.017571077,1.010681948
528,1.055914592,1.016887327,1.010528502
529,1.055390923,1.016196882,1.010233262
530,1.054524575,1.015603351,1.009957145
531,1.05346714,1.014887175,1.009609837
532,1.052618135,1.014431911,1.009513826
533,1.051761516,1.013929487,1.009454649
534,1.05060522,1.013428892,1.009405266
535,1.049495419,1.012865858,1.009440902
536,1.048388051,1.01240691,1.009415849
537,1.047710147,1.011815656,1.009374111
538,1.046812877,1.011378194,1.009193963
539,1.04592587,1.010802572,1.009291094
540,1.044950486,1.010247659,1.009364408
541,1.044121449,1.009766628,1.009642166
542,1.043013068,1.009210054,1.009864808
543,1.042377142,1.008772109,1.009954322
544,1.041422989,1.008436596,1.010154318
545,1.040995895,1.00816287,1.010242329
546,1.040131202,1.008164764,1.010468687
547,1.039281826,1.008265922,1.010550277
548,1.038563466,1.00829477,1.010819923
549,1.03765441,1.008455731,1.010896881
550,1.036842504,1.008512026,1.011159748
551,1.036359047,1.008627787,1.011288841
552,1.035811593,1.008753654,1.011575065
553,1.035481607,1.008940565,1.011900967
554,1.034972382,1.009102534,1.012207245
555,1.034679133,1.00936136,1.012456616
556,1.034180197,1.009509657,1.012778989
557,1.033895982,1.009772955,1.013060453
558,1.033410216,1.009791486,1.013399694
559,1.033143548,1.009944541,1.013655955
560,1.03266778,1.010044553,1.014050528
561,1.032079312,1.010217585,1.014422686
562,1.031522729,1.010201366,1.014719248
563,1.031118505,1.010284125,1.014936802
564,1.030289791,1.009881479,1.01519801
565,1.029362586,1.00972002,1.015642683
566,1.02863189,1.009315892,1.015874835
567,1.027727653,1.009224009,1.016334736
568,1.027786806,1.009307327,1.016597201
569,1.027387367,1.009534239,1.016814162
570,1.027309502,1.009749654,1.017128441
571,1.026860063,1.01007838,1.017529869
572,1.026749945,1.010124771,1.017748314
573,1.02630943,1.01040566,1.018109735
574,1.026265611,1.01056567,1.017655081
575,1.025879904,1.010970321,1.017320357
576,1.025760024,1.011136389,1.016894371
577,1.025382086,1.011444132,1.016579849
578,1.025292479,1.011562559,1.016206704
579,1.024874764,1.011926104,1.01608256
580,1.024741874,1.012050618,1.015815211
581,1.024271059,1.01239152,1.015774287
582,1.024093293,1.012390408,1.0155008
583,1.023491479,1.012742752,1.015500414
584,1.023235119,1.012735313,1.015262643
585,1.022645958,1.013103843,1.01524852
586,1.0225691,1.013307412,1.015000778
587,1.022209204,1.013836638,1.015070456
588,1.0222502,1.014015254,1.014914827
589,1.021916489,1.014584278,1.015034502
590,1.021918904,1.014784847,1.014899051
591,1.021497349,1.015220775,1.014951164
592,1.021489435,1.01544114,1.014773213
593,1.021097631,1.01605942,1.01489511
594,1.021114057,1.01635652,1.014701082
595,1.020867901,1.016776718,1.014797367
596,1.020965561,1.016797157,1.014976781
597,1.020923971,1.017166899,1.015478073
598,1.021034102,1.017161458,1.015646033
599,1.021102633,1.017369096,1.015953605
600,1.02132721,1.01727412,1.015935431
601,1.021273422,1.01739316,1.016218409
602,1.021367166,1.017245732,1.016186184
603,1.020940906,1.017323479,1.01638983
604,1.02094572,1.017137722,1.016269666
605,1.020524847,1.017162601,1.016351216
606,1.020429641,1.016983282,1.016221853
607,1.019951558,1.016921564,1.016447599
608,1.019839653,1.016695657,1.016388841
609,1.019306705,1.016544576,1.016709221
610,1.019070513,1.016297344,1.016711458
611,1.018577884,1.016214978,1.017139774
612,1.018531391,1.015830917,1.017162617
613,1.018297127,1.015555079,1.017570369
614,1.018430151,1.015152694,1.017408815
615,1.01837279,1.014853432,1.017728343
616,1.01830857,1.01466963,1.017680059
617,1.017980415,1.014575622,1.018127267
618,1.017845587,1.014473192,1.018072185
619,1.017677884,1.014461784,1.018543133
620,1.017658502,1.014570497,1.018500378
621,1.017568059,1.014793541,1.018587269
622,1.017421005,1.014709778,1.018279566
623,1.017020953,1.014422243,1.018256109
624,1.016768008,1.014121978,1.017961154
625,1.016313328,1.013757184,1.017809586
626,1.015937371,1.013629322,1.017449674
627,1.015545415,1.013566508,1.017255304
628,1.015300881,1.013564642,1.016982979
629,1.015002073,1.013656944,1.016897603
630,1.014752283,1.013712641,1.016470658
631,1.014356023,1.013736204,1.016411567
632,1.013997547,1.013855214,1.016275686
633,1.013619316,1.013952552,1.0164805
634,1.013311647,1.013970066,1.016367767
635,1.013113153,1.014254471,1.016640541
636,1.012932844,1.014436433,1.016579334
637,1.012680447,1.014721936,1.016682857
638,1.012574255,1.014899497,1.01664103
639,1.012444264,1.015365196,1.016737096
640,1.012336558,1.015628812,1.016688635
641,1.01218491,1.016115111,1.016926992
642,1.011996408,1.016355452,1.017087903
643,1.011792089,1.016818173,1.017515156
644,1.011596803,1.016937028,1.01787297
645,1.011543936,1.017543553,1.018483787
646,1.011619528,1.017875156,1.018599378
647,1.011711975,1.018525397,1.019098912
648,1.011815261,1.018791042,1.01925919
649,1.011856962,1.01938265,1.019855269
650,1.012016395,1.019718931,1.020003349
651,1.012168947,1.020279083,1.020291781
652,1.012495032,1.020899987,1.020153192
653,1.012831808,1.021681781,1.020174378
654,1.012827044,1.022041962,1.02019781
655,1.013036593,1.022629096,1.020217951
656,1.013271933,1.022933043,1.020024496
657,1.013327394,1.023559681,1.020020534
658,1.013351627,1.023874842,1.019922447
659,1.01347064,1.024548653,1.020017111
660,1.013596987,1.024898208,1.019734448
661,1.013926825,1.025495404,1.019628467
662,1.01427613,1.025956391,1.019401667
663,1.014679624,1.026833262,1.01949304
664,1.015000142,1.027478614,1.01931931
665,1.015609916,1.028595741,1.019616213
666,1.015847402,1.029343645,1.019674538
667,1.016280092,1.031147899,1.019721889
668,1.016396065,1.031706319,1.019789405
669,1.016640481,1.033222715,1.019930744
670,1.016840632,1.033824602,1.02003865
671,1.017120494,1.035081361,1.020148946
672,1.017331736,1.03541196,1.020253266
673,1.017885717,1.036883036,1.020215875
674,1.018284533,1.037355489,1.020202422
675,1.018626474,1.038834775,1.020155524
676,1.019034909,1.039387119,1.020099605
677,1.019523473,1.041182026,1.019942068
678,1.019936385,1.041902533,1.01988019
679,1.020296148,1.042900499,1.020393782
680,1.020732075,1.043512856,1.020504831
681,1.021073257,1.043251252,1.021070593
682,1.021430077,1.043501309,1.021182963
683,1.021886877,1.04337826,1.02169791
684,1.022287094,1.04383968,1.02190658
685,1.022854846,1.044042124,1.022427675
686,1.02332721,1.044596251,1.022646006
687,1.023769697,1.044895578,1.023083382
688,1.024158395,1.045212028,1.023142205
689,1.024639603,1.045148247,1.023243988
690,1.025090205,1.045716478,1.023039869
691,1.025543906,1.045961122,1.022845726
692,1.026069968,1.046556044,1.022643525
693,1.026515975,1.046959448,1.022476212
694,1.026787512,1.047715853,1.022254691
695,1.027040062,1.047934788,1.022175871
696,1.027263602,1.048354857,1.02189645
