,TSUMEM,TSUM1,TSUM2
697,1.027594487,1.048383527,1.021676409
698,1.028006202,1.04881386,1.021353809
699,1.028306094,1.048558584,1.021181735
700,1.028578038,1.048662645,1.020852005
701,1.028783679,1.048358373,1.020765465
702,1.028828817,1.048378108,1.020633915
703,1.029034354,1.048258879,1.020632779
704,1.029056432,1.048329743,1.020634073
705,1.028785876,1.047498006,1.02060122
706,1.028408049,1.046993,1.020710119
707,1.028286828,1.046322038,1.020853675
708,1.027799596,1.045871315,1.020922091
709,1.027674363,1.045388399,1.021098104
710,1.027315761,1.045130584,1.021289518
711,1.026836565,1.044965136,1.021461435
712,1.026476362,1.044680382,1.021585008
713,1.026200808,1.044590817,1.021562967
714,1.025805482,1.044633272,1.021473131
715,1.025342317,1.044733552,1.021463025
716,1.024679396,1.044415388,1.02134613
717,1.024230567,1.044320612,1.021130538
718,1.023752208,1.043677251,1.020848801
719,1.023526383,1.043094056,1.020423287
720,1.0231242,1.042394898,1.020319983
721,1.02263819,1.041897825,1.019997451
722,1.022345099,1.041379445,1.019750641
723,1.021603543,1.040426773,1.019257903
724,1.021078724,1.039418095,1.018844464
725,1.020392605,1.038278857,1.018242189
726,1.019816801,1.037295965,1.017863028
727,1.019425588,1.036208997,1.017398881
728,1.019134855,1.035281022,1.01743384
729,1.01886789,1.034326255,1.017204801
730,1.018589587,1.033417831,1.017268752
731,1.018411895,1.032660505,1.01715946
732,1.018186136,1.032212343,1.017181605
733,1.018110774,1.031742534,1.016649214
734,1.018033486,1.031353727,1.016372502
735,1.01796202,1.0309763,1.01585404
736,1.017968557,1.030592784,1.015678923
737,1.017859124,1.030270623,1.015346363
738,1.017757851,1.029903284,1.015289386
739,1.017748649,1.029469976,1.014908842
740,1.017804709,1.029114289,1.014699682
741,1.018043159,1.028901269,1.014257869
742,1.018245152,1.028780967,1.013990602
743,1.018440982,1.028750088,1.013966261
744,1.018643315,1.028667276,1.014009696
745,1.018894944,1.028876084,1.013633609
746,1.019199951,1.029054582,1.013511452
747,1.019644679,1.029353203,1.01315214
748,1.020039004,1.029823972,1.012849124
749,1.020337226,1.030277027,1.012385249
750,1.020687858,1.030639266,1.012029027
751,1.020707806,1.030297005,1.011590084
752,1.020812323,1.029798943,1.011255454
753,1.020972375,1.029369462,1.01078451
754,1.02112277,1.028840512,1.010486483
755,1.021453879,1.028754583,1.010205135
756,1.02155313,1.028248909,1.010058753
757,1.021940048,1.028429152,1.009828245
758,1.022029596,1.028045426,1.009711475
759,1.022416678,1.028178221,1.009611554
760,1.022533058,1.027854314,1.009503451
761,1.022976327,1.028099901,1.009384288
762,1.023019561,1.027924816,1.009259208
763,1.023431017,1.028437444,1.009203807
764,1.023473678,1.028270294,1.009107349
765,1.023483016,1.028694186,1.009082868
766,1.023136167,1.028462202,1.009008815
767,1.022856696,1.02861276,1.009217691
768,1.022250638,1.02816988,1.009250624
769,1.021948804,1.028396989,1.009461073
770,1.021436162,1.028194836,1.009533401
771,1.021247934,1.028598902,1.009806316
772,1.020831376,1.028466267,1.009828192
773,1.020656621,1.028947593,1.00993531
774,1.020236808,1.029078353,1.009791039
775,1.020014637,1.029472008,1.009906317
776,1.019508995,1.029337952,1.00977927
777,1.019342241,1.029446413,1.009862118
778,1.019026078,1.029272873,1.009670946
779,1.018566289,1.029028819,1.009946157
780,1.018167557,1.028504073,1.009910296
781,1.017590234,1.028124899,1.010212491
782,1.017155297,1.027549562,1.010216285
783,1.016608761,1.026853993,1.010347067
784,1.016282478,1.026305193,1.010324198
785,1.016036098,1.02579204,1.01032927
786,1.015844452,1.025418608,1.010270784
787,1.0156624,1.025134634,1.010479696
788,1.015611892,1.02530689,1.010768512
789,1.015500515,1.025305607,1.011096745
790,1.015431992,1.025348905,1.011241378
791,1.015351431,1.025375457,1.011595392
792,1.015439861,1.025461479,1.011835444
793,1.015317709,1.025623711,1.012243174
794,1.01521053,1.025893147,1.012481238
795,1.015128681,1.026073463,1.012860564
796,1.015099103,1.026323464,1.01310724
797,1.014861875,1.026489015,1.013566352
798,1.014753044,1.026721082,1.013898479
799,1.01445133,1.026611598,1.014487875
800,1.014281776,1.026654525,1.014745828
801,1.013970641,1.026549917,1.015232517
802,1.013913062,1.026569347,1.01513275
803,1.013678627,1.026479332,1.015443639
804,1.013620558,1.026630053,1.015364395
805,1.013351416,1.026731342,1.015690788
806,1.013237144,1.026920762,1.015693361
807,1.013274875,1.026974417,1.015944029
808,1.013035223,1.026997894,1.015867591
809,1.013036065,1.027134306,1.016082715
810,1.012860115,1.027333587,1.015869659
811,1.012729408,1.027480727,1.016026698
812,1.012554977,1.027504813,1.015729443
813,1.012307014,1.02744041,1.015755196
814,1.01219762,1.027476515,1.015572111
815,1.011928157,1.027323906,1.015407309
816,1.01172776,1.027023218,1.015115367
817,1.011562146,1.026533542,1.01489989
818,1.011286073,1.026055191,1.014587027
819,1.011134379,1.025501604,1.014355509
820,1.010919522,1.025341062,1.014125479
821,1.010800583,1.025094713,1.014053251
822,1.010578946,1.024995773,1.013871155
823,1.010292955,1.024945822,1.013815028
824,1.010171737,1.024821617,1.013663413
825,1.010042406,1.024796748,1.013628738
826,1.01007374,1.024708713,1.01344431
827,1.010091774,1.02462864,1.013218662
828,1.010111287,1.024580132,1.01293142
829,1.010164409,1.024595374,1.012638044
830,1.010384528,1.024538561,1.012333798
831,1.010592835,1.024497489,1.012048432
832,1.010764072,1.024393741,1.011759359
833,1.010936694,1.024278662,1.011542007
834,1.011068251,1.024078192,1.011274064
835,1.011232581,1.023895725,1.01104954
836,1.011217996,1.023725238,1.010791381
837,1.011191752,1.023492932,1.010572955
838,1.011185878,1.023255767,1.010325962
839,1.011180677,1.022890628,1.010249152
840,1.011238893,1.022595696,1.010068481
841,1.011223382,1.022244795,1.009990595
842,1.011285573,1.021913307,1.009844959
843,1.011305886,1.021569341,1.009738537
844,1.01130794,1.021152932,1.009687595
845,1.011226754,1.020735553,1.009620232
846,1.011195447,1.02036237,1.009566243
847,1.011111089,1.019910114,1.009233019
848,1.011080422,1.019583967,1.009192404
849,1.011005569,1.019347512,1.009143352
850,1.011023487,1.019168789,1.009130845
851,1.010965816,1.018966179,1.008980765
852,1.010913094,1.018675451,1.008827296
853,1.010773717,1.01836407,1.008684924
854,1.010797048,1.018014871,1.008555998
855,1.010715657,1.017741746,1.008546901
856,1.010737939,1.017537695,1.008419197
857,1.01066546,1.017238311,1.008342979
858,1.01068587,1.01691904,1.00823696
859,1.010612898,1.016592928,1.008088964
860,1.010699105,1.016266557,1.007941366
861,1.010630469,1.015940634,1.007909963
862,1.010749961,1.015595434,1.007868854
863,1.010800547,1.015199665,1.007876859
864,1.010825296,1.015040213,1.007978004
865,1.010936664,1.014699347,1.008055819
866,1.010963231,1.014571747,1.008169045
867,1.011042572,1.014335818,1.008269172
868,1.01087043,1.014207211,1.008395555
869,1.010671172,1.014014569,1.00854361
870,1.010480913,1.013997156,1.008745216
871,1.010196965,1.013835071,1.008944193
872,1.009925769,1.013783135,1.009186544
873,1.009815244,1.013562955,1.00939553
874,1.009697398,1.01350514,1.009628085
875,1.009574231,1.013575559,1.009729041
876,1.009393423,1.013564254,1.009863375
877,1.009337114,1.013677875,1.009985041
878,1.009222297,1.013694865,1.010144317
879,1.00918997,1.013502422,1.010240976
880,1.009044807,1.013612446,1.010371334
881,1.009037804,1.013706111,1.010493213
882,1.008902034,1.013865952,1.010657471
883,1.008913642,1.013911377,1.010809642
884,1.00875857,1.014065802,1.010943686
885,1.008633999,1.014085715,1.01110056
886,1.008396169,1.014322753,1.011271924
887,1.00822204,1.014510679,1.011435548
888,1.008003931,1.014659734,1.011547427
889,1.007930673,1.014733846,1.011759691
890,1.007844707,1.014681719,1.011734523
891,1.007849453,1.014581745,1.011841761
892,1.007831865,1.014512837,1.011839589
893,1.007710288,1.014412103,1.011900893
894,1.007688147,1.014460261,1.011844906
895,1.007530684,1.014354074,1.011641707
896,1.007558584,1.014201909,1.011446694
897,1.007430489,1.013942435,1.011133073
898,1.007376807,1.01375307,1.010844483
899,1.007366491,1.01350405,1.01053806
900,1.007480789,1.013299466,1.010324868
901,1.00745829,1.013311019,1.010053562
902,1.007471706,1.013215706,1.009913969
903,1.007365773,1.013192911,1.009712906
904,1.007404457,1.012955873,1.009641552
905,1.007362925,1.012846955,1.009552591
906,1.00741886,1.012636191,1.009510857
907,1.007351361,1.012604447,1.009466861
908,1.007394588,1.012491904,1.009487731
909,1.007389073,1.012536502,1.009467724
910,1.007479907,1.012311185,1.009489401
911,1.007447068,1.012495454,1.009515392
912,1.007478013,1.012396555,1.009630151
913,1.007439466,1.012600035,1.009682649
914,1.007415883,1.012493294,1.009745936
915,1.007239185,1.012639212,1.009869262
916,1.00720644,1.012484924,1.010043316
917,1.00705519,1.012658817,1.010274846
918,1.0071069,1.012550285,1.0105014
919,1.007058933,1.01282709,1.010647406
920,1.007140782,1.012809793,1.010734167
921,1.00717881,1.013167163,1.010860115
922,1.007277247,1.013218403,1.010945995
923,1.007305815,1.013560136,1.010996148
924,1.007369662,1.013505634,1.010915364
925,1.007164023,1.013782941,1.010730254
926,1.007124882,1.013756428,1.010633296
927,1.007021533,1.014042236,1.0103715
928,1.007036871,1.014029198,1.010242837
929,1.00689813,1.014539343,1.009928816
930,1.006865913,1.01468246,1.009806112
931,1.006686956,1.015264274,1.009549823
932,1.006659431,1.015413214,1.009530141
933,1.006501419,1.015854556,1.009326305
934,1.0063682,1.016037967,1.009342679
935,1.006115545,1.016509174,1.009184771
936,1.006009846,1.016605213,1.009202518
937,1.005725547,1.017014631,1.009104654
938,1.005585301,1.017142042,1.009185461
939,1.005325795,1.017479367,1.009059913
940,1.005203811,1.017304656,1.009130391
941,1.004969489,1.017386169,1.008985707
942,1.004855187,1.017339875,1.008998232
943,1.004632182,1.017499891,1.008872236
944,1.004535251,1.017514281,1.008889995
945,1.00437087,1.017713383,1.008662056
946,1.004282758,1.017716618,1.008698963
947,1.004079263,1.017976564,1.008567182
948,1.003977412,1.017973537,1.008612176
949,1.003808414,1.018487895,1.008482445
950,1.003692233,1.018604774,1.008570944
951,1.00347428,1.019218223,1.008498116
952,1.003350978,1.019345198,1.008570803
953,1.003141826,1.019987993,1.008410339
954,1.003048614,1.020149234,1.00843257
955,1.00295841,1.020831165,1.008380355
956,1.002847265,1.021065246,1.008462221
957,1.002773381,1.021805967,1.008389598
958,1.002693775,1.021942236,1.008340511
959,1.002607817,1.022457353,1.008252717
960,1.00246818,1.022494286,1.008323958
961,1.002366272,1.022910666,1.008258675
962,1.002238842,1.02296096,1.008318909
963,1.00215213,1.023451323,1.008207597
964,1.002051931,1.023508438,1.008263944
965,1.001989489,1.023850108,1.008150332
966,1.001920906,1.023944842,1.008110362
967,1.001792978,1.023804926,1.007975269
968,1.001706433,1.023827411,1.007977299
969,1.001584497,1.023623744,1.007847117
970,1.001506626,1.023433106,1.007945728
971,1.001398043,1.023062831,1.007840323
972,1.001349587,1.022938765,1.007865183
973,1.001247004,1.022666558,1.007768931
974,1.001215631,1.022567477,1.007805562
975,1.001136957,1.022352026,1.007747648
976,1.001129944,1.022254859,1.007751665
977,1.001053915,1.022029636,1.007679832
978,1.001066418,1.021912378,1.007691211
979,1.001019445,1.021699776,1.007630416
980,1.001050145,1.021610535,1.007622099
981,1.001016464,1.021420682,1.007700884
982,1.001058626,1.021555912,1.007736872
983,1.00101404,1.021544645,1.007806364
984,1.001050383,1.021676316,1.007839958
985,1.000991479,1.021503018,1.007888016
986,1.001005894,1.021633314,1.007850789
987,1.000916819,1.021407978,1.008071907
988,1.00091393,1.021497354,1.008224929
989,1.000848757,1.021280691,1.008444605
990,1.000866216,1.02131885,1.008599266
991,1.00082939,1.021081046,1.008988515
992,1.00084779,1.021112923,1.00922518
993,1.000782466,1.020881662,1.009755884
994,1.000790289,1.020954341,1.009964563
995,1.000688355,1.020607911,1.01050965
996,1.000638015,1.020191571,1.010748763
997,1.000540047,1.019473707,1.01138311
998,1.000502381,1.019088576,1.011621686
999,1.000436889,1.018541356,1.012254897
1000,1.00041164,1.018239251,1.012534355
1001,1.000347713,1.017587261,1.013178821
1002,1.000332608,1.01711581,1.013386837
1003,1.000279886,1.016441892,1.014051636
1004,1.000269322,1.015987123,1.014333374
1005,1.000241765,1.01548601,1.015080812
1006,1.000278976,1.01525853,1.015231434
1007,1.000258711,1.014907236,1.015616743
1008,1.000250572,1.014767679,1.015666238
1009,1.000177699,1.014387198,1.015991274
1010,1.000176144,1.014395479,1.01608841
1011,1.000120588,1.014142213,1.016364832
1012,1.000121647,1.014101505,1.016439358
1013,1.000075662,1.013803816,1.016710959
1014,1.000064991,1.013662155,1.016902096
1015,1.000014721,1.013303297,1.017150766
1016,0.999991621,1.013069495,1.017304409
1017,0.999950374,1.012466809,1.017457306
1018,0.999946253,1.012237157,1.017424634
1019,0.999915119,1.011668004,1.017510988
1020,0.999939358,1.011456307,1.01747518
1021,0.999938347,1.010981389,1.017324301
1022,0.999982317,1.010783143,1.017349449
1023,0.999988673,1.010383944,1.01708393
1024,1.000048388,1.01030241,1.017003008
1025,1.000044552,1.010038071,1.016700241
1026,1.000081288,1.010059819,1.016593417
1027,1.00009505,1.009800936,1.016312827
1028,1.000136487,1.00984239,1.01625786
1029,1.000139786,1.009595447,1.016141271
1030,1.000155376,1.009613077,1.01613182
1031,1.000161228,1.009390277,1.016114274
1032,1.000183661,1.00933851,1.016171488
1033,1.000199619,1.009042915,1.016062248
1034,1.000212538,1.008999934,1.016197364
1035,1.000215452,1.008817698,1.016125871
1036,1.000214091,1.00883495,1.016243693
1037,1.000216291,1.008617835,1.016215661
1038,1.000227884,1.008656592,1.016314785
1039,1.000206898,1.008551415,1.016082076
1040,1.000222486,1.008636672,1.015951585
1041,1.000192602,1.008614732,1.015731301
1042,1.000207138,1.008703073,1.015590286
1043,1.00016762,1.008681005,1.015306937
1044,1.000176865,1.008793202,1.015104773
1045,1.000127542,1.008827002,1.015102471
1046,1.000151759,1.008952495,1.014919139
1047,1.000107364,1.009064159,1.014924889
1048,1.000137706,1.009231795,1.014755277
1049,1.00009763,1.009333185,1.014835439
1050,1.000129175,1.009530783,1.014710684
1051,1.000096036,1.009625234,1.014792334
1052,1.000139906,1.009824322,1.014696966
1053,1.000157376,1.00996635,1.014825597
1054,1.000196166,1.010038749,1.014480468
1055,1.000238155,1.010057745,1.014253264
1056,1.000281477,1.010158548,1.013885098
1057,1.000284834,1.010176338,1.013919905
1058,1.000297507,1.010267918,1.013684844
1059,1.000314665,1.010318701,1.013692687
1060,1.000333166,1.010407586,1.013577306
1061,1.000390353,1.010464191,1.013570295
1062,1.000417806,1.010583282,1.013447938
1063,1.000491156,1.010804865,1.013564153
1064,1.000522109,1.01086977,1.013545058
1065,1.000589068,1.011073759,1.013569881
1066,1.000617302,1.011113046,1.013616093
1067,1.000686725,1.011253158,1.013713749
1068,1.000722546,1.011288013,1.013699121
1069,1.000836923,1.011493759,1.013721329
1070,1.000893174,1.0115151,1.013717967
1071,1.00105543,1.01175575,1.013535788
1072,1.001132283,1.011809037,1.013346729
1073,1.001282473,1.0120172,1.013179026
1074,1.001365472,1.012066412,1.012868781
1075,1.00151953,1.012241719,1.012675171
1076,1.00152433,1.012166083,1.012352822
1077,1.001599374,1.012253258,1.012082892
1078,1.001610401,1.012077876,1.011706201
1079,1.001702477,1.01226972,1.011433735
1080,1.00170625,1.012281575,1.011095079
1081,1.001790113,1.012306197,1.010804143
1082,1.001774223,1.012260213,1.010526729
1083,1.001870379,1.012258574,1.01027892
1084,1.001876541,1.012248709,1.009999184
1085,1.001979971,1.01225104,1.009782228
1086,1.001996917,1.012243964,1.009488255
1087,1.00216345,1.012284938,1.009345573
1088,1.002117282,1.012261462,1.009146532
1089,1.002215812,1.012269501,1.008998319
1090,1.002272447,1.01229194,1.008785951
1091,1.002419835,1.012206217,1.008607493
1092,1.002448785,1.012303706,1.008292731
1093,1.002597456,1.012297343,1.008020877
1094,1.002638167,1.012375039,1.007758827
1095,1.00276847,1.012414611,1.007565734
1096,1.002849386,1.01253346,1.007377992
1097,1.002981555,1.012603393,1.007293488
1098,1.003050621,1.012701787,1.007152932
1099,1.003200838,1.012755112,1.007081079
1100,1.00327391,1.012879509,1.00692109
1101,1.003441273,1.01301268,1.006836692
1102,1.003518964,1.013116089,1.006726258
1103,1.00369779,1.013158764,1.00671144
1104,1.003779956,1.013276756,1.006600345
1105,1.00390826,1.013453817,1.00663477
1106,1.003973096,1.013604284,1.006598394
1107,1.004084808,1.013781088,1.006543409
1108,1.004157657,1.013905731,1.006523121
1109,1.004296384,1.014057576,1.006551242
1110,1.004366599,1.014161126,1.006568018
1111,1.00452276,1.014296778,1.00657077
1112,1.004650438,1.014418726,1.006575944
1113,1.004732046,1.014596068,1.006551023
1114,1.004740494,1.014720081,1.006496278
1115,1.004733957,1.014845694,1.006584804
1116,1.004631609,1.01491597,1.006673768
1117,1.00458524,1.014966914,1.006761406
1118,1.004470578,1.014966419,1.006814159
1119,1.004424267,1.014998256,1.006877707
1120,1.004319133,1.014960595,1.006916553
1121,1.004280906,1.014979553,1.006962057
1122,1.004164592,1.014921795,1.006996868
1123,1.004140295,1.014993094,1.007061661
1124,1.004022987,1.015000442,1.007118038
1125,1.004003581,1.015136481,1.007243289
1126,1.003907143,1.015167583,1.007361469
1127,1.003889235,1.015338037,1.007505132
1128,1.003809094,1.015472254,1.007623726
1129,1.003837848,1.015638327,1.007897385
1130,1.003748574,1.015679976,1.008031018
1131,1.003767132,1.015753787,1.008281895
1132,1.003707139,1.015766725,1.008482027
1133,1.003762282,1.015847932,1.008822681
1134,1.003720661,1.015859211,1.009014318
1135,1.003769195,1.015920994,1.009408106
1136,1.003730787,1.015917197,1.009591505
1137,1.003679944,1.015956859,1.009969241
1138,1.003642275,1.01596747,1.010158131
1139,1.003594866,1.016032246,1.010497834
1140,1.003563346,1.01603939,1.010674871
1141,1.003552625,1.016022181,1.011054882
1142,1.003526571,1.015916234,1.011291666
1143,1.003507071,1.015921423,1.011682952
1144,1.003473379,1.015869262,1.011937329
1145,1.003451141,1.015838492,1.012388618
1146,1.003423636,1.015769332,1.012651158
1147,1.003370883,1.015613616,1.013127676
1148,1.003337843,1.01560065,1.013345883
1149,1.003251324,1.015556128,1.013786219
1150,1.003233498,1.015432412,1.014001745
1151,1.003231662,1.015328614,1.014427293
1152,1.003226414,1.015281039,1.014732811
1153,1.003245421,1.015233396,1.01522312
1154,1.003252126,1.01517902,1.015384874
1155,1.003266715,1.01509026,1.015758787
1156,1.003304145,1.015060376,1.015935262
1157,1.003332882,1.015124417,1.016251724
1158,1.003362453,1.01510117,1.016437117
1159,1.003386994,1.015185809,1.016744211
1160,1.003405475,1.015161935,1.016937012
1161,1.003448253,1.015264318,1.017333585
1162,1.003447196,1.015116603,1.017546285
1163,1.003455993,1.015104508,1.017985725
1164,1.003437126,1.01499108,1.018237502
1165,1.003412445,1.014991491,1.018694181
1166,1.003374548,1.01488919,1.018957161
1167,1.003398946,1.014885936,1.019420518
1168,1.00338827,1.014838742,1.019659017
1169,1.003433001,1.0148925,1.020099891
1170,1.003439183,1.014644168,1.020047709
1171,1.003543093,1.014586635,1.019921267
1172,1.003586292,1.014422808,1.019893782
1173,1.003695175,1.014325751,1.01976717
1174,1.003730485,1.01408928,1.019692043
1175,1.003798687,1.014006817,1.019375634
1176,1.003851337,1.013793565,1.019159278
1177,1.00398613,1.013875971,1.018776688
1178,1.004084701,1.013817345,1.018549521
1179,1.00426408,1.014223759,1.018182274
1180,1.004367558,1.014365964,1.017906562
1181,1.004520447,1.014747463,1.017548087
1182,1.004660611,1.014920145,1.017268911
1183,1.00481545,1.01524702,1.016908037
1184,1.004842536,1.015174923,1.016803536
1185,1.004861551,1.015242267,1.01664467
1186,1.004911387,1.015200742,1.016490573
1187,1.004966267,1.015502661,1.01627541
1188,1.005043991,1.015626451,1.016112164
1189,1.005144655,1.015830085,1.015791975
1190,1.005292554,1.016040882,1.015410193
1191,1.00540266,1.016176747,1.015136299
1192,1.005554816,1.016431548,1.014835191
1193,1.005719181,1.016650769,1.014830965
1194,1.005863492,1.016844334,1.014696892
1195,1.006009467,1.017048046,1.014930507
1196,1.006185436,1.017244307,1.014915216
1197,1.006312551,1.017334467,1.015207442
1198,1.006470885,1.017464887,1.01528574
1199,1.006584299,1.017552497,1.015514968
1200,1.006725168,1.017692849,1.015604738
1201,1.006816907,1.01784551,1.015857126
1202,1.00686199,1.017944081,1.015988066
1203,1.006938996,1.018119522,1.016264444
1204,1.006984692,1.018158047,1.016352383
1205,1.007094783,1.018263136,1.016672019
1206,1.007175823,1.018390146,1.016699775
1207,1.007382552,1.018492467,1.016923999
1208,1.007506657,1.018548762,1.016858267
1209,1.007712242,1.018599304,1.017006392
1210,1.007844981,1.018706851,1.01690118
1211,1.00814513,1.01890939,1.017079317
1212,1.008373246,1.019070751,1.016924513
1213,1.008714501,1.019228125,1.016993518
1214,1.008922135,1.019373654,1.017007046
1215,1.009267384,1.01951005,1.017259252
1216,1.009467574,1.019612929,1.017316003
1217,1.009745436,1.019680368,1.017559131
1218,1.009878754,1.019721908,1.017615598
1219,1.010202499,1.019902156,1.017820307
1220,1.010373988,1.020078596,1.017818314
1221,1.01065938,1.020149633,1.017980972
1222,1.010764756,1.020180782,1.018007139
1223,1.011018969,1.020182979,1.018238886
1224,1.011050589,1.020290758,1.018220374
1225,1.011208575,1.020396127,1.018436225
1226,1.011271568,1.020543153,1.018486958
1227,1.011385954,1.020534018,1.018661694
1228,1.011380099,1.020540369,1.018718928
1229,1.011512374,1.020553945,1.018820078
1230,1.011578854,1.020582134,1.018927722
1231,1.011710046,1.020579072,1.019061935
1232,1.011799109,1.020690474,1.019128284
1233,1.011983982,1.020641165,1.019294003
1234,1.011945236,1.020636784,1.019385017
1235,1.012026949,1.02054445,1.019419188
1236,1.011959833,1.020554783,1.019376055
1237,1.011976408,1.020400932,1.019336423
1238,1.011905235,1.020378104,1.01928938
1239,1.011887239,1.020215023,1.019434276
1240,1.011799191,1.020134945,1.019466784
1241,1.011788977,1.019887146,1.019450335
1242,1.011729696,1.01979064,1.019276995
1243,1.0118117,1.019596805,1.019193976
1244,1.01177802,1.019415039,1.019129506
1245,1.011954339,1.019341857,1.018974146
1246,1.011922634,1.019156475,1.019065324
1247,1.012030796,1.019023483,1.018943911
1248,1.011921325,1.018856834,1.018898304
1249,1.011944416,1.018667417,1.018806739
1250,1.01189991,1.018444571,1.01866357
1251,1.011895056,1.01822309,1.018403237
1252,1.011751021,1.018096936,1.018260518
1253,1.011777429,1.017990219,1.018032842
1254,1.011640284,1.017867647,1.017903734
1255,1.011613274,1.017768105,1.017587267
1256,1.01144685,1.017727517,1.017368295
1257,1.011397994,1.017670139,1.017075091
1258,1.011242357,1.017566916,1.016874603
1259,1.011242672,1.017512903,1.016619985
1260,1.011290568,1.017446546,1.016373657
1261,1.011469338,1.017426691,1.015833157
1262,1.011510473,1.017344571,1.015600923
1263,1.011822305,1.017324955,1.015018372
1264,1.012018512,1.017273365,1.014727592
1265,1.012364697,1.017396909,1.014115255
1266,1.012574293,1.017408584,1.013855217
1267,1.012907859,1.017546527,1.013274598
1268,1.013064272,1.017527411,1.013045397
1269,1.013448399,1.017762681,1.012509859
1270,1.013710933,1.017923052,1.012253266
1271,1.014078818,1.018237841,1.011688686
1272,1.014341573,1.018417538,1.011414708
1273,1.014536313,1.018659962,1.010910855
1274,1.014589259,1.018752033,1.010704534
1275,1.014759475,1.019044301,1.010224917
1276,1.014820882,1.019160082,1.010039434
1277,1.015053862,1.019492739,1.009603006
1278,1.015205014,1.019633248,1.009452958
1279,1.015458377,1.020050293,1.009089346
1280,1.015560276,1.020161314,1.00897872
1281,1.015737211,1.020489117,1.008597191
1282,1.015856425,1.020617906,1.0084878
1283,1.016093058,1.020927567,1.008136725
1284,1.016228967,1.021047409,1.008043208
1285,1.016493138,1.021212404,1.007718589
1286,1.016632837,1.021196096,1.007633952
1287,1.016906258,1.02144837,1.007326007
1288,1.016990372,1.021579252,1.007231811
1289,1.017168865,1.021934838,1.006924051
1290,1.017237725,1.022005265,1.006785911
1291,1.017375551,1.022248415,1.006546303
1292,1.017460308,1.022403274,1.006450888
1293,1.017568063,1.022639564,1.006270322
1294,1.017654209,1.022716694,1.006176247
1295,1.017806069,1.022924906,1.005994897
1296,1.017858526,1.022958184,1.005903134
1297,1.018026059,1.023193577,1.005712822
1298,1.01810894,1.023296322,1.00561369
1299,1.018281909,1.023595027,1.005531433
1300,1.018335928,1.023716524,1.005542453
1301,1.018565088,1.024034834,1.005467977
1302,1.018645585,1.02417525,1.005472611
1303,1.018871291,1.024606721,1.005422902
1304,1.019024247,1.024856407,1.00541656
1305,1.019341641,1.025530142,1.005334197
1306,1.019531949,1.025813484,1.005345977
1307,1.019933016,1.026179422,1.005201354
1308,1.020177246,1.026259444,1.005142345
1309,1.020683108,1.026534316,1.005079046
1310,1.020801352,1.026578501,1.005131188
1311,1.021099651,1.02676311,1.005076477
1312,1.021184433,1.026820102,1.005120167
1313,1.021552856,1.026985145,1.005058457
1314,1.0217057,1.027070345,1.005092704
1315,1.022160966,1.027278108,1.005034378
1316,1.022276024,1.027366305,1.00508045
1317,1.022732533,1.027643208,1.005040231
1318,1.022868074,1.02777414,1.00504194
1319,1.023251424,1.028069436,1.004931355
1320,1.023395398,1.028178868,1.004903925
1321,1.023753352,1.028364257,1.004888109
1322,1.023897049,1.02840411,1.004768783
1323,1.024241895,1.028562711,1.004735337
1324,1.024397993,1.02860276,1.004679795
1325,1.024774279,1.029020283,1.004704232
1326,1.025056332,1.029263842,1.004636836
1327,1.025535794,1.029914086,1.004645816
1328,1.025842102,1.030140127,1.00458165
1329,1.026431466,1.030837522,1.004627605
1330,1.026807972,1.031114154,1.004672442
1331,1.027297127,1.031760017,1.004800416
1332,1.02760964,1.032035088,1.004851088
1333,1.02815884,1.032742774,1.004977949
1334,1.028438425,1.032997758,1.005036599
1335,1.028901321,1.033594258,1.00511467
1336,1.028973989,1.033876215,1.005120827
1337,1.029275013,1.034472318,1.005205986
1338,1.029500416,1.034799345,1.005194329
1339,1.029820272,1.035386018,1.005288232
1340,1.029841684,1.035581705,1.005244738
1341,1.02998339,1.035948591,1.005296405
1342,1.029989258,1.036089536,1.005246009
1343,1.030112545,1.036259871,1.005234967
1344,1.030100808,1.036269171,1.005145035
1345,1.030285231,1.036378071,1.00512726
1346,1.030273672,1.036366276,1.005025888
1347,1.030692924,1.036642827,1.005055959
1348,1.030952232,1.036764007,1.004990697
1349,1.031105589,1.036996559,1.005019536
1350,1.031179981,1.037116554,1.004953552
1351,1.031259472,1.037169239,1.005039213
1352,1.031163713,1.037165256,1.005001494
1353,1.031081945,1.037047975,1.005108285
1354,1.030819118,1.036848085,1.005068658
1355,1.030730079,1.036855622,1.005158494
1356,1.030473539,1.03666014,1.005119372
1357,1.030327635,1.036759074,1.00524269
1358,1.02994353,1.036402823,1.005182239
1359,1.029712712,1.036315343,1.005157924
1360,1.029329828,1.03596969,1.005080553
1361,1.029092128,1.035899015,1.004986416
1362,1.028950889,1.035852387,1.004941804
1363,1.02891511,1.035879785,1.004894834
1364,1.028811057,1.035856091,1.004861849
1365,1.028766373,1.035889316,1.004811466
1366,1.028720885,1.035903151,1.004787033
1367,1.028662524,1.036073726,1.004769643
1368,1.028346068,1.03595837,1.004747696
1369,1.028167163,1.0360317,1.004713347
1370,1.027742073,1.035814479,1.00467677
1371,1.027532316,1.035734784,1.004663028
1372,1.027315321,1.035593746,1.004687347
1373,1.027318968,1.035648957,1.004682888
1374,1.027096813,1.035581443,1.004618349
1375,1.027015377,1.035625377,1.004513944
1376,1.026811796,1.03551619,1.004462467
