day,SM_OBS
2021/7/8,0.240344054
2021/7/18,0.213097128
2021/7/29,0.199854227
2021/8/4,0.248542826
2021/8/15,0.273114781
2021/8/27,0.254703124
2021/9/7,0.308951232
2021/9/29,0.338907896
