day,SM_OBS
2021/7/8,0.229442017
2021/7/18,0.198599588
2021/7/29,0.20000861
2021/8/4,-0.932987756
2021/8/15,0.244457028
2021/8/27,0.259078965
2021/9/7,0.265605638
