day,SM_OBS
2021/7/8,0.248855869
2021/7/18,0.202832341
2021/7/29,0.205422389
2021/8/4,0.255564255
2021/8/15,0.239876666
2021/8/27,0.244127321
2021/9/7,0.296592566
2021/9/29,0.335616948
