day,SM_OBS
2021/7/8,0.237901371
2021/7/18,0.210359851
2021/7/29,0.209560655
2021/8/4,0.271998022
2021/8/15,0.223272444
2021/8/27,0.248913405
2021/9/7,0.304685488
