day,SM_OBS
2021/7/8,0.238912164
2021/7/18,0.208882228
2021/7/29,0.222835712
2021/8/4,0.272559125
2021/8/15,0.24846866
2021/8/27,0.244531544
2021/9/7,0.301461593
2021/9/29,0.325914743
