day,SM_OBS
2021/7/8,0.226077812
2021/7/18,0.190461913
2021/7/29,0.178814845
2021/8/4,0.4428268
2021/8/15,0.312049438
2021/8/27,0.266358003
2021/9/7,0.318548475
