day,SM_OBS
2021/7/8,0.266933645
2021/7/18,0.227564151
2021/7/29,0.223605101
2021/8/4,0.259039551
2021/8/15,0.259077185
2021/8/27,0.26106455
2021/9/7,0.323646532
2021/9/29,0.314297386
