day,SM_OBS
2021/7/8,0.252569491
2021/7/18,0.20118754
2021/7/29,0.198338661
2021/8/4,0.272093794
2021/8/15,0.271517203
2021/8/27,0.278922567
2021/9/7,0.299732683
