day,SM
2021/7/8,0.229864619
2021/7/18,0.202503454
2021/7/29,0.218980082
2021/8/4,0.243062973
2021/8/15,0.224471418
2021/8/27,0.239788503
2021/9/7,0.293510204
2021/9/29,0.324386154
