day,SM_OBS
2021/7/8,0.23403369
2021/7/18,0.212056181
2021/7/29,0.18838399
2021/8/4,0.194917814
2021/8/15,0.238506358
2021/8/27,0.242596054
2021/9/7,0.307462237
2021/9/29,0.468945705
