day,SM
2021/7/8,0.269333489
2021/7/18,0.210254346
2021/7/29,0.219371092
2021/8/4,0.247577963
2021/8/15,0.269029054
2021/8/27,0.251079061
2021/9/7,0.296623025
2021/9/29,0.313599633
