day,SM
2021/7/8,0.27142748
2021/7/18,0.243347285
2021/7/29,0.224107044
2021/8/4,0.319975884
2021/8/15,0.290451116
2021/8/27,0.282525107
2021/9/7,0.345902369
2021/9/29,0.339514127
