day,SM_OBS
2021/7/8,0.234120364
2021/7/18,0.206568873
2021/7/29,0.19676991
2021/8/4,0.223421399
2021/8/15,0.317990848
2021/8/27,0.247415334
2021/9/7,0.35817399
2021/9/29,0.522677124
