day,SM_OBS
2021/7/8,0.23724925
2021/7/18,0.205052801
2021/7/29,0.211250986
2021/8/4,0.295985153
2021/8/15,0.296947882
2021/8/27,0.274430477
2021/9/7,0.325867984
2021/9/29,0.273322249
