day,SM
2021/7/8,0.2487234
2021/7/18,0.216036562
2021/7/29,0.235054564
2021/8/4,0.258930882
2021/8/15,0.239779329
2021/8/27,0.244100398
2021/9/7,0.306294259
2021/9/29,0.312116601
