day,SM_OBS
2021/7/8,0.248483784
2021/7/18,0.21516798
2021/7/29,0.211283961
2021/8/4,0.557718411
2021/8/15,0.239917347
2021/8/27,0.265120357
2021/9/7,0.310996123
