day,SM
2021/7/8,0.263956411
2021/7/18,0.206926875
2021/7/29,0.188602389
2021/8/4,0.231071358
2021/8/15,0.299624961
2021/8/27,0.259074519
2021/9/7,0.307175414
2021/9/29,0.322124803
