day,SM
2021/7/8,0.250916143
2021/7/18,0.205350363
2021/7/29,0.210053302
2021/8/4,0.293936699
2021/8/15,0.310524077
2021/8/27,0.281101059
2021/9/7,0.301349416
2021/9/29,0.330860827
