day,SM
2021/7/8,0.262030598
2021/7/18,0.221322802
2021/7/29,0.212531592
2021/8/4,0.286753633
2021/8/15,0.298369317
2021/8/27,0.256417571
2021/9/7,0.318099922
2021/9/29,0.325662953
