day,SM_OBS
2021/7/8,0.232748371
2021/7/18,0.204995228
2021/7/29,0.202472603
2021/8/4,0.208063953
2021/8/15,0.266989288
2021/8/27,0.242804852
2021/9/7,0.303485308
2021/9/29,0.326748589
